name,question,response
Cat Facts,"""Alexa, tell Cat Facts to say meow.""",A cat's excellent light vision lets it see light at six levels lower than what humans need.
Cat Facts,quit,
Cat Facts,"""Alexa, ask Cat Facts for help.""","Your cat may groom you, which is their way of marking you as part of their family group and showing you affection."
Cat Facts,quit,
Math Facts - Math Practice for Kids,"""Alexa, open Math Facts.""","Sorry, I‰Ûªm not sure about that."
Math Facts - Math Practice for Kids,quit,
Math Facts - Math Practice for Kids,"""Alexa, ask Math Facts for some addition problems.""",You have Math Facts - Math Practice for Kids enabled. Do you want to open it?
Math Facts - Math Practice for Kids,Yes,What kind of problem would you like to practice?
Math Facts - Math Practice for Kids,"""Alexa, ask Math Facts for some addition problems.""","Okay, addition, let's get started. What is 6 plus 1?"
Math Facts - Math Practice for Kids,quit,
Math Facts - Math Practice for Kids,"""Alexa, tell Math Facts to start multiplication practice.""",You have Math Facts - Math Practice for Kids enabled. Do you want to open it?
Math Facts - Math Practice for Kids,Yes,What kind of problem would you like to practice?
Math Facts - Math Practice for Kids,"""Alexa, tell Math Facts to start multiplication practice.""","Okay, multiplication, let's get started. What is 5 times 11?"
Math Facts - Math Practice for Kids,quit,
Spanish Word of the Day,"""Alexa, ask Spanish Word of the Day what is the word of the day.""","Sorry, I don't know that one."
Spanish Word of the Day,quit,
Spanish Word of the Day,"""Alexa, launch Spanish Word of the Day.""",<Short audio>
Spanish Word of the Day,quit,
Spanish Word of the Day,"""Alexa, start Spanish Word of the Day.""",You have Spanish Word of the Day enabled. Do you want to open it?
Spanish Word of the Day,Yes,
Spanish Word of the Day,"""Alexa, start Spanish Word of the Day.""",You have Spanish Word of the Day enabled. Do you want to open it?
Spanish Word of the Day,quit,
This Day in History,"""Alexa, launch This Day in History""",Welcome back to this day in History. From history.com. What month and day would you like to hear about?
This Day in History,quit,
This Day in History,"""Alexa, launch This Day in History""",Welcome back to this day in History. From history.com. What month and day would you like to hear about?
This Day in History,"""Tell me about another event from September 3rd""","September 3rd 1783. The American Revolution officially comes to an end when representatives of the United States, Great Britain, Spain and France sign the Treaty of Paris on this day in 1783. The signing signified America‰Ûªs status as a free nation, as Britain formally recognized the independence of its 13 former American colonies, and the boundaries of the new republic were agreed upon: Florida north to the Great Lakes and the Atlantic coast west to the Mississippi River. Would you like to hear more about this event, another event from September 3rd, or an event from a different date?"
This Day in History,quit,
This Day in History,"""Alexa, launch This Day in History""",Welcome back to this day in History. From history.com. What month and day would you like to hear about?
This Day in History,"""Hear more about this event""","Sorry, the History skill can't help you with that yet. What day in History would you like to hear about?"
This Day in History,quit,
Animal Rescue,"""Alexa open Animal Rescue""",<Short audio>
Animal Rescue,quit,
Animal Rescue,"""Alexa, open Animal Workout""",<Short audio>
Animal Rescue,quit,
Animal Rescue,"""Alexa, open Lemonade Stand""",<Short audio>
Animal Rescue,quit,
Curiosity,"""Alexa, open Curiosity.""",You have Curiosity enabled. Do you want to open it?
Curiosity,Yes,Hi.Are you curious about color? or mars.
Curiosity,"""Alexa, open Curiosity.""",I didn't catch that. Are you curious about color? or mars.
Curiosity,quit,
Curiosity,"""Alexa, open life hacks""","Here's your tip: Caught in the rain without an umbrella? Step into a bar. Most have collections of forgotten umbrellas, so leave a nice tip and ask if you can have one."
Curiosity,quit,
Curiosity,"""Alexa, launch This Day in History""",Welcome back to this day in History. From history.com. What month and day would you like to hear about?
Curiosity,quit,
Interesting? | Quirky and Interesting Facts,"""Alexa,open interesting facts and tell me something interesting""",'Procrastination is the art of keeping up with yesterday.' - Don Marquis.
Interesting? | Quirky and Interesting Facts,quit,
Interesting? | Quirky and Interesting Facts,"""Alexa,open interesting facts and tell me a fact""",You have Interesting? | Quirky and Interesting Facts enabled. Do you want to open it?
Interesting? | Quirky and Interesting Facts,Yes,Here's your interesting fact: A year on Mercury is just 88 days long.
Interesting? | Quirky and Interesting Facts,"""Alexa,open interesting facts and tell me a fact""",You have Interesting? | Quirky and Interesting Facts enabled. Do you want to open it?
Interesting? | Quirky and Interesting Facts,quit,
Interesting? | Quirky and Interesting Facts,"""Alexa , open interesting facts and tell me something""",You have Interesting? | Quirky and Interesting Facts enabled. Do you want to open it?
Interesting? | Quirky and Interesting Facts,Yes,Here's your interesting fact: The Sun is an almost perfect sphere.
Interesting? | Quirky and Interesting Facts,"""Alexa , open interesting facts and tell me something""",You have Interesting? | Quirky and Interesting Facts enabled. Do you want to open it?
Interesting? | Quirky and Interesting Facts,quit,
Holy Quraan,"""Alexa, ask Holy Quraan to play chapter One""","Ok, Here's Holy Quraan"
Holy Quraan,quit,
Holy Quraan,"""Alexa, ask Holy Quraan to select reciter One""","Ok, Here's Holy Quraan"
Holy Quraan,quit,
Holy Quraan,"""Alexa, ask Holy Quraan to translate to English""",You have Holy Quraan enabled. Do you want to open it?
Holy Quraan,Yes,Welcome to Holy Qura'an Voice App Now you can create a playlist select additional reciters or a translation language you may request to play a Chapter by telling me the Chapter's reference number. try saying play chapter one for Chapter The opening or say Help for more details
Holy Quraan,"""Alexa, ask Holy Quraan to translate to English""",You have successfully selected English translation which chapter would you like me to play ?
Holy Quraan,quit,
NASA Mars,"""Alexa, open NASA Mars.""",You have NASA Mars enabled. Do you want to open it?
NASA Mars,Yes,"Welcome to NASA Mars. You can ask me questions about Mars like, how big is Mars? Or, give me a curiosity rover update."
NASA Mars,"""Alexa, open NASA Mars.""",You have NASA Mars enabled. Do you want to open it?
NASA Mars,quit,
NASA Mars,"""Alexa, ask NASA Mars for a Curiosity Rover update.""",You have NASA Mars enabled. Do you want to open it?
NASA Mars,Yes,"Welcome to NASA Mars. You can ask me questions about Mars like, how big is Mars? Or, give me a curiosity rover update."
NASA Mars,"""Alexa, ask NASA Mars for a Curiosity Rover update.""","Opportunity, the rover working on Mars when the Mars Science Laboratory rover, Curiosity, landed was too far away from the Curiosity landing site to be able to take images of the landing. Curiosity landed at Gale Crater at 10:32 p.m. PDT on Aug. 5, 2012. Go ahead and ask me another question about Mars."
NASA Mars,quit,
NASA Mars,"""Alexa, ask NASA Mars How big is Mars?""","This might answer your question: Mars's radius is 2,106 miles. Its volume is 163.1 billion cubic kilometers. Its surface area is 55.74 million square miles."
NASA Mars,quit,
Examining the Scriptures Daily,"""Alexa, open my daily text for today""",Which day do you want to hear?
Examining the Scriptures Daily,quit,
Examining the Scriptures Daily,"""Alexa, open my daily text and read me next Monday's text""",Messaging with Alexa is not supported on this device. You can use the Alexa app instead.
Examining the Scriptures Daily,quit,
Examining the Scriptures Daily,"""Alexa, open my daily text for July first two thousand sixteen""","Sorry, I'm not sure."
Examining the Scriptures Daily,quit,
Animal Sounds,"""Alexa, open Animal Sounds""","aloha, what animal sound would you like to hear?"
Animal Sounds,quit,
Animal Sounds,"""Alexa, ask Animal Sounds for a Pig sound.""",
Animal Sounds,quit,
Animal Sounds,"""Alexa, ask Animal Sounds for a Monkey sound.""","I'm still learning about monkey questions. Try asking ""tell me a monkey fact"" to learn more about them."
Animal Sounds,quit,
Brainy Bee,"""Alexa Ask Brainy Bee""","Welcome to Brainy Bee. What kind of challenge would you like, Math, Science or Vocabulary?"
Brainy Bee,quit,
Brainy Bee,"""Alexa Launch Brainy Bee""","Welcome to Brainy Bee. What kind of challenge would you like, Math, Science or Vocabulary?"
Brainy Bee,quit,
Brainy Bee,"""Alexa Open Brainy Bee""","Welcome to Brainy Bee. What kind of challenge would you like, Math, Science or Vocabulary?"
Brainy Bee,quit,
Verse of the Day,"""Alexa, what's my Flash Briefing?""",Here's your news.
Verse of the Day,quit,
Verse of the Day,"""Alexa, what's in the news?""",Here's your news.
Verse of the Day,quit,
Verse of the Day,"""Alexa, what's my Flash Briefing?""",Here's your news.
Verse of the Day,quit,
This Day in History Top Story,"""Alexa, what's my Flash Briefing?""",Here's your news.
This Day in History Top Story,quit,
This Day in History Top Story,"""Alexa, what's in the news?""",Here's your news.
This Day in History Top Story,quit,
This Day in History Top Story,"""Alexa, what's my Flash Briefing?""",Here's your news.
This Day in History Top Story,quit,
Word of the Day,"""Alexa, what's my Flash Briefing?""",Here's your news.
Word of the Day,quit,
Word of the Day,"""Alexa, what's in the news?""",Here's your news.
Word of the Day,quit,
Word of the Day,"""Alexa, what's my Flash Briefing?""",Here's your news.
Word of the Day,quit,
Unofficial YouTube Playlist Creator,"""Alexa open playlist creator.""",I don‰Ûªt see the playlist creator.. PlaylistNotFoundPromptMusic.PlayMusicIntenten_USdefaulteeee926d-d18c-4adc-85ee-748001107b441Adm-20180212_202339-1
Unofficial YouTube Playlist Creator,quit,
Unofficial YouTube Playlist Creator,"""Alexa launch playlist creator.""",I don‰Ûªt see the playlist creator.. PlaylistNotFoundPromptMusic.PlayMusicIntenten_USdefaulteeee926d-d18c-4adc-85ee-748001107b441Adm-20180212_202339-1
Unofficial YouTube Playlist Creator,quit,
Unofficial YouTube Playlist Creator,"""Alexa start playlist creator.""",I don‰Ûªt see the playlist creator.. PlaylistNotFoundPromptMusic.PlayMusicIntenten_USdefaulteeee926d-d18c-4adc-85ee-748001107b441Adm-20180212_202339-1
Unofficial YouTube Playlist Creator,quit,
Rosetta Stone,"""Alexa, open rosetta stone""","Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian"
Rosetta Stone,quit,
Rosetta Stone,"""Alexa, start rosetta stone""","Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian"
Rosetta Stone,quit,
Rosetta Stone,"""Alexa, launch rosetta stone""","Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian"
Rosetta Stone,quit,
True or False for Family,"""Alexa, Open True or False""",<Short audio>
True or False for Family,quit,
True or False for Family,"""Alexa, Start True or False""",<Short audio>
True or False for Family,quit,
True or False for Family,"""Alexa, Play True or False""",<Short audio>
True or False for Family,quit,
The Listeners,"""""Alexa, ask The Listeners.""""",You have The Listeners enabled. Do you want to open it?
The Listeners,Yes,Which skill do you want to enable?
The Listeners,"""""Alexa, ask The Listeners.""""",You have The Listeners enabled. Do you want to open it?
The Listeners,quit,
The Listeners,"""""Alexa, tell The Listeners that I am filled with wonder.""""",You have The Listeners enabled. Do you want to open it?
The Listeners,Yes,Which skill do you want to enable?
The Listeners,"""""Alexa, tell The Listeners that I am filled with wonder.""""",You have The Listeners enabled. Do you want to open it?
The Listeners,quit,
The Listeners,"""""Alexa, ask The Listeners to let the other voices speak.""""",<Audio only response>
The Listeners,quit,
Short Bedtime Stories,"""Alexa, open bedtime stories""",What is your name?
Short Bedtime Stories,quit,
Short Bedtime Stories,"""Alexa, ask bedtime stories to list all stories""",<Audio only response>
Short Bedtime Stories,quit,
Short Bedtime Stories,"""Alexa, open bedtime stories and play Tyler meets Santa""",<Audio only response>
Short Bedtime Stories,quit,
Brain Facts,"""Alexa, ask brain facts""","Did you know ? : Any given memory is deconstructed and distributed in different parts of the brain. Then, for the memory to be recalled, it gets reconstructed from the individual fragments.: Would you like to hear another fact?"
Brain Facts,quit,"Sorry, I'm having trouble accessing your Brain Facts skill right now"
Brain Facts,"""Alexa, open brain facts""","Here's your fact : The brain‰Ûªs gray matter is made up of neurons, which gather and transmit signals, while white matter is made up of dendrites and axons, which create the network by which neurons send their signals: Would you like to hear another fact?"
Brain Facts,quit,"Sorry, I'm having trouble accessing your Brain Facts skill right now"
Brain Facts,"""Alexa, ask brain facts for a fact""",This might answer your question: Here's a fact about Brain. The brain is a constitutional part of the head and the cranial compartment.
Brain Facts,quit,
Multiplication Quiz,"""Alexa, start Multiplication Quiz""","Welcome to Multiplication Quiz! Lets define the range of numbers you want to multiply. For example, if you want to multiply numbers between one and ten, say, ""one and ten""."
Multiplication Quiz,quit,
Multiplication Quiz,"""Alexa, Open Third Graders Multiplication""","Welcome to Multiplication Spot Quiz for Third Graders. Which level shall i open, for example, level 1 or 2 ?"
Multiplication Quiz,quit,
Multiplication Quiz,"""Alexa, open Math Facts.""","Sorry, I‰Ûªm not sure about that."
Multiplication Quiz,quit,
Chineasy - Learn Chinese With Ease,"""Alexa, open Chineasy.""",You have Chineasy - Learn Chinese With Ease enabled. Do you want to open it?
Chineasy - Learn Chinese With Ease,Yes,<Audio only response>
Chineasy - Learn Chinese With Ease,"""Alexa, open Chineasy.""",Would you like to hear today's lesson?
Chineasy - Learn Chinese With Ease,quit,
Chineasy - Learn Chinese With Ease,"""Alexa, ask Chineasy for today's lesson.""","Here's what I found on Amplitude-shift keying's Wikipedia page: Amplitude-shift keying is a form of amplitude modulation that represents digital data as variations in the amplitude of a carrier wave. In an ASK system, the binary symbol 1 is represented by transmitting a fixed-amplitude carrier wave and fixed frequency for a bit duration of T seconds. Chineasy is an Internet startup created with the purpose of teaching characters, created by the entrepreneur Shaolan Hsueh. For visual learners the human brain is able to memorize information better if it is put into a visual context. The approach is to learn Chinese characters with the help of illustrations to help memorizing Chinese characters better. On April 14, 1912 The British passenger liner RMS Titanic hits an iceberg in the North Atlantic and sinks the next morning."
Chineasy - Learn Chinese With Ease,quit,
Chineasy - Learn Chinese With Ease,"""Alexa, tell Chineasy to play yesterday's lesson.""","Here's what I found on Chineasy's Wikipedia page: Chineasy is an Internet startup created with the purpose of teaching characters, created by the entrepreneur Shaolan Hsueh. For visual learners the human brain is able to memorize information better if it is put into a visual context. The approach is to learn Chinese characters with the help of illustrations to help memorizing Chinese characters better. A play is a form of literature written by a playwright, usually consisting of dialogue or singing between characters, intended for theatrical performance rather than just reading. Plays are performed at a variety of levels, from Broadway, Off-Broadway, regional theater, to Community theatre, as well as university or school productions. On April 13, 1997 Tiger Woods becomes the youngest golfer to win the Masters Tournament."
Chineasy - Learn Chinese With Ease,quit,
The Scriptures,"""Alexa, open The Scriptures.""",You have The Scriptures enabled. Do you want to open it?
The Scriptures,Yes,"Welcome to the Scriptures skill. I can read inspirational scriptures to you. You can say things like, read a scripture, give me inspiration, read Luke chapter 2, or how many chapters are in Genesis? What would you like me to do?"
The Scriptures,"""Alexa, open The Scriptures.""","Malachi chapter 4 verses 5 to 6. Behold, I will send you Elijah the prophet before the coming of the great and dreadful day of the LORD: And he shall turn the heart of the fathers to the children, and the heart of the children to their fathers, lest I come and smite the earth with a curse."
The Scriptures,quit,
The Scriptures,"""Alexa, ask The Scriptures to read Luke chapter 2.""",You have The Scriptures enabled. Do you want to open it?
The Scriptures,Yes,"Welcome to the Scriptures skill. I can read inspirational scriptures to you. You can say things like, read a scripture, give me inspiration, read Luke chapter 2, or how many chapters are in Genesis? What would you like me to do?"
The Scriptures,"""Alexa, ask The Scriptures to read Luke chapter 2.""",Please try your request again with a valid chapter in your reference.
The Scriptures,quit,
The Scriptures,"""Alexa, tell The Scriptures to give me inspiration.""",You have The Scriptures enabled. Do you want to open it?
The Scriptures,Yes,"Welcome to the Scriptures skill. I can read inspirational scriptures to you. You can say things like, read a scripture, give me inspiration, read Luke chapter 2, or how many chapters are in Genesis? What would you like me to do?"
The Scriptures,"""Alexa, tell The Scriptures to give me inspiration.""","Matthew chapter 22 verses 36 to 39. Master, which is the great commandment in the law? Jesus said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind. This is the first and great commandment. And the second is like unto it, Thou shalt love thy neighbour as thyself."
The Scriptures,quit,
Pronunciations,"""Alexa, open pronunciations and pronounce A. L. E. X. A.""","I pronounce that 'Alexa', but I'm always working on how I say things and I might not have it right."
Pronunciations,quit,
Pronunciations,"""Alexa, open pronunciations""",
Pronunciations,quit,
Pronunciations,"""Alexa, ask pronunciations how to pronounce A. M. A. Z. O. N.""","Sorry, I don't know that."
Pronunciations,quit,
Pronunciations,"""Alexa, open pronunciations and pronounce A. L. E. X. A.""","I pronounce that 'Alexa', but I'm always working on how I say things and I might not have it right."
Pronunciations,quit,
Pronunciations,"""Alexa, open pronunciations""","Welcome to Pronunciations. You can say things like, pronounce BITS So, what word do you want me to pronounce?"
Pronunciations,quit,
Pronunciations,"""Alexa, ask pronunciations how to pronounce A. M. A. Z. O. N.""","Sorry, I don't know that one."
Pronunciations,quit,
Learn Spanish,"""Alexa, learn Spanish""",You have Learn Spanish enabled. Do you want to open it?
Learn Spanish,Yes,The following are 50 common Spanish expressions. Hi!
Learn Spanish,"""Alexa, learn Spanish""",The following are 50 common Spanish expressions. Hi!
Learn Spanish,quit,
Learn Spanish,"""Alexa, ask learn spanish for Spanish lessons""","Sorry, I don't speak n spani yet."
Learn Spanish,quit,
Learn Spanish,"""Alexa, ask learn spanish to tell me something in Spanish""","alexa ask learn spanish to tell me something, in Spanish is"
Learn Spanish,quit,
World Geography Quiz,"""Alexa, launch Geographic Quiz""","World Geography Quiz. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What is the northernmost national capital in the world? 1. Tallinn. 2. Reykjavik. 3. Oslo. 4. Helsinki."
World Geography Quiz,quit,
World Geography Quiz,"""Alexa, launch Geographic Quiz""","World Geography Quiz. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. Mount Olympus is the highest point of which country? 1. Greece. 2. France. 3. Germany. 4. Spain."
World Geography Quiz,"""Repeat""",Question 1. Mount Olympus is the highest point of which country? 1. Greece. 2. France. 3. Germany. 4. Spain.
World Geography Quiz,quit,
World Geography Quiz,"""Alexa, launch Geographic Quiz""","World Geography Quiz. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What is Japan's highest Point? 1. Mount Apo. 2. Mount Kato. 3. Mount Lum. 4. Mount Fuji."
World Geography Quiz,"""Help""","I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. To quit, say, stop. Do you want to keep playing?"
World Geography Quiz,quit,
Curiosity Daily from Curiosity.com,"""Alexa, what's my Flash Briefing?""",Here's your news.
Curiosity Daily from Curiosity.com,quit,
Curiosity Daily from Curiosity.com,"""Alexa, what's in the news?""",Here's your news.
Curiosity Daily from Curiosity.com,quit,
Curiosity Daily from Curiosity.com,"""Alexa, what's my Flash Briefing?""",Here's your news.
Curiosity Daily from Curiosity.com,quit,
Watch TV with Stream Player,"""Alexa, open Stream Player""","Welcome back! What would you like to do? For example say ""watch abc news""."
Watch TV with Stream Player,quit,
Watch TV with Stream Player,"""Alexa, ask Stream Player to start channel one""",ONE from TuneIn.
Watch TV with Stream Player,quit,
Watch TV with Stream Player,"""Alexa, ask Stream Player to launch ABC News""","ABC News is in your Flash Briefing; to hear it, just say, What‰Ûªs my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Watch TV with Stream Player,quit,
Amazon Math,"""Alexa, start Amazon Math.""",You have Amazon Restaurants enabled. Do you want to open it?
Amazon Math,Yes,"Currently, Amazon Restaurants delivery is only available for Prime customers. Go to prime now.com to learn more about Prime membership."
Amazon Math,"""Alexa, start Amazon Math.""","This might answer your question: Amazon was founded on July 5, 1994 by Jeff Bezos. It's 24 years old."
Amazon Math,quit,
Amazon Math,"""Alexa, practice addition with Amazon Math.""",You have Math Facts - Math Practice for Kids enabled. Do you want to open it?
Amazon Math,Yes,What kind of problem would you like to practice?
Amazon Math,"""Alexa, practice addition with Amazon Math.""","Okay, addition, let's get started. What is 5 plus 9?"
Amazon Math,quit,
Amazon Math,"""Alexa, start counting with Amazon Math.""",
Amazon Math,quit,
World Mathematics League,"""Alexa, open World Mathematics League""",
World Mathematics League,quit,
World Mathematics League,"""Alexa, ask World Mathematics League for yesterday scores""",You have Yahoo Fantasy Football enabled. Do you want to open it?
World Mathematics League,Yes,
World Mathematics League,"""Alexa, ask World Mathematics League for yesterday scores""",You have Yahoo Fantasy Football enabled. Do you want to open it?
World Mathematics League,quit,
World Mathematics League,"""Alexa, Play Would You Rather""",<Short audio>
World Mathematics League,quit,
smart plug,"""Alexa open smart plug""","Here's your fact: smart plugs can make your life easier, save you time and money, and give you added peace of mind, depending on your situation or setup."
smart plug,quit,
smart plug,"""Alexa, tell Home Manager to turn all lights off""","Sorry, I didn't find a device named all lights"
smart plug,quit,
smart plug,"""Alexa, open Smart Home""","Here's your smart home tip: Once a year, vacuum the refrigerator coils underneath your appliances."
smart plug,quit,
Bird Song,"""Alexa, ask Bird Song for a blackbird""",You have Bird Song enabled. Do you want to open it?
Bird Song,Yes,"Welcome to Bird Song. Give me the name of a bird, or say, help, to hear about all the fun things you can do with this skill."
Bird Song,"""Alexa, ask Bird Song for a blackbird""",The northern parula sounds like this:
Bird Song,quit,
Bird Song,"""Alexa, ask Bird Song for a game""","Welcome to Bird Song. Give me the name of a bird, or say, help, to hear about all the fun things you can do with this skill."
Bird Song,quit,
Bird Song,"""Alexa, ask Bird Song for a song stream""",You have Bird Song enabled. Do you want to open it?
Bird Song,Yes,"Welcome to Bird Song. Give me the name of a bird, or say, help, to hear about all the fun things you can do with this skill."
Bird Song,"""Alexa, ask Bird Song for a song stream""",You have Bird Song enabled. Do you want to open it?
Bird Song,quit,
Tide,"""Alexa, open tide.""",You have TideGuide enabled. Do you want to open it?
Tide,Yes,"Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for?"
Tide,"""Alexa, open tide.""","The National Oceanic tide service does not monitor tides for alexa, open tide.."
Tide,quit,
Tide,"""Alexa, ask Tide How do I remove a chocolate stain?""",You have wikiHow enabled. Do you want to open it?
Tide,Yes,Hi! Ask me how to do anything.
Tide,"""Alexa, ask Tide How do I remove a chocolate stain?""","How to Remove Chocolate Stains from Clothes. 5 steps. Step 1. Dab vinegar onto the stain and let it sit for 5 minutes. Apply enough vinegar to the stained area so that it‰Ûªs completely saturated. Use white vinegar, which is colorless and won‰Ûªt affect the color of your clothing. For tougher stains, like ones that are darker or older, for instance, let the vinegar sit on the stain for 10 to 15 minutes. Say 'NEXT', to get the next step"
Tide,quit,
Tide,"""Alexa, ask Tide How do I wash jeans?""",You have wikiHow enabled. Do you want to open it?
Tide,Yes,Hi! Ask me how to do anything.
Tide,"""Alexa, ask Tide How do I wash jeans?""","How to Clean Jeans. Before cleaning your jeans in the washing machine, turn them inside out to help preserve their color. Then, set your washing machine to a light or gentle cycle, and use enough color preserving detergent for a small load of laundry. Wash your jeans in warm water, then hang them outside, or in a breezy area of your house to dry for 24 hours. Say ‰ÛÏREAD STEPS‰Ûù, if you want me to read each step in detail."
Tide,quit,
I'm Bored,"""Alexa, I'm bored""",
I'm Bored,quit,
I'm Bored,"""Alexa, I'm bored""",'Honesty is the best policy - when there is money in it.' - Mark Twain.
I'm Bored,quit,
I'm Bored,"""Alexa, I'm Bored""",
I'm Bored,quit,"'I rant, therefore I am.' - Dennis Miller."
The Ohio State Skill,"""Alexa, launch Ohio State""",You have The Ohio State Skill enabled. Do you want to open it?
The Ohio State Skill,Yes,"Welcome to The Ohio State University's Echo Skill. To learn what I can do, ask Ohio State what it can do. How can I help you?"
The Ohio State Skill,"""Alexa, launch Ohio State""",Last day of regularly scheduled semester and second-session classes on 20190422. Would you like to hear the next end date?
The Ohio State Skill,quit,
The Ohio State Skill,"""Alexa, ask Ohio State when Scott Traditions opens""",You have The Ohio State Skill enabled. Do you want to open it?
The Ohio State Skill,Yes,"Welcome to The Ohio State University's Echo Skill. To learn what I can do, ask Ohio State what it can do. How can I help you?"
The Ohio State Skill,"""Alexa, ask Ohio State when Scott Traditions opens""","I'm sorry, I could not find the dining location you were looking for. Please try another."
The Ohio State Skill,quit,
The Ohio State Skill,"""Alexa, Ask Ohio State what was last year's football record""",<Audio only response>
The Ohio State Skill,quit,
Police Scanner Codes,"""Alexa, ask police scanner to give me a code""",You have Police Scanner Codes enabled. Do you want to open it?
Police Scanner Codes,Yes,Here's your police scanner code: 10 7 means Out of service
Police Scanner Codes,"""Alexa, ask police scanner to give me a code""",You have Police Scanner Codes enabled. Do you want to open it?
Police Scanner Codes,quit,
Police Scanner Codes,"""Alexa, open police scanner""",Here's your police scanner code: 10 91V means vicious animal
Police Scanner Codes,quit,
Police Scanner Codes,"""Alexa, launch police scanner""",Here's your police scanner code: 10 61 means Miscellaneous public service
Police Scanner Codes,quit,
Overwatch Counters,"""Alexa, ask Over Watch to counter Brigitte""","Hmm, I'm not sure."
Overwatch Counters,quit,
Overwatch Counters,"""Alexa, tell Over Watch to counter Tracer""","Hmm, I don't know that."
Overwatch Counters,quit,
Overwatch Counters,"""Alexa, open Over Watch""",You have Eyes On You enabled. Do you want to open it?
Overwatch Counters,Yes,This is the Eyes On You Skill. Say the name of the person for me to keep my eye on.
Overwatch Counters,"""Alexa, open Over Watch""","I am not watching anyone right now. You can say, keep an eye on Tessa."
Overwatch Counters,quit,
