name,question,response
Cubs Baseball Unauthorized Trivia,"Alexa, open Cubs Baseball Unauthorized Trivia","I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What famous Brooklyn Park was Ebbets field next to?: 1. Central Park. 2. Borough Park. 3. Prospect Park. 4. Van Cortland Park."
Cubs Baseball Unauthorized Trivia,help,"I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing?"
Cubs Baseball Unauthorized Trivia,stop,Good bye!
Cubs Baseball Unauthorized Trivia,quit,
Who's on First?,"Alexa, open Who's on First?",You have Stock Prices by Opening Bell enabled. Do you want to open it?
Who's on First?,Yes,What stock price would you like me to look up?
Who's on First?,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
Who's on First?,stop,O.K.
Who's on First?,quit,
OH - IO,"Alexa, open OH - IO",I O
OH - IO,help,"For Help, please visit the help pages on the Amazon web site."
OH - IO,stop,
OH - IO,quit,
92.3 The Fan,"Alexa, open 92.3 The Fan",You have Stock Prices by Opening Bell enabled. Do you want to open it?
92.3 The Fan,Yes,What stock price would you like me to look up?
92.3 The Fan,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
92.3 The Fan,stop,O.K.
92.3 The Fan,quit,
Miami Heat,"Alexa, open Miami Heat",You have Stock Prices by Opening Bell enabled. Do you want to open it?
Miami Heat,Yes,What stock price would you like me to look up?
Miami Heat,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
Miami Heat,stop,O.K.
Miami Heat,quit,
War Eagle,"Alexa, open War Eagle",You have Stock Prices by Opening Bell enabled. Do you want to open it?
War Eagle,Yes,What stock price would you like me to look up?
War Eagle,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
War Eagle,stop,O.K.
War Eagle,quit,
Let's Go!!!,"Alexa, open Let's Go!!!",<Audio only response>
Let's Go!!!,help,"For Help, please visit the help pages on the Amazon web site."
Let's Go!!!,stop,
Let's Go!!!,quit,
Bing Sportscaster NFL Flash Briefing,"Alexa, open Bing Sportscaster NFL Flash Briefing",You have The Rookie's Guide to the NFL enabled. Do you want to open it?
Bing Sportscaster NFL Flash Briefing,Yes,<Short audio>
Bing Sportscaster NFL Flash Briefing,help,<Short audio>
Bing Sportscaster NFL Flash Briefing,stop,<Short audio>
Bing Sportscaster NFL Flash Briefing,quit,
106.7 The Fan Sports Flash,"Alexa, open 106.7 The Fan Sports Flash",You have Cowboys Fan enabled. Do you want to open it?
106.7 The Fan Sports Flash,Yes,"Welcome to Cowboys Fan. You can start by saying, Give me a flash briefing on the Cowboys to get team's ranking, previous game result and next game schedule."
106.7 The Fan Sports Flash,help,"Say score to get last game score or live game score. Ask Cowboys next match up to get scheduled next game. Say rank to get Cowboys standing. You can also request super bowl wins to see how many times have the Cowboys won the super bowls. Or say fun facts to get more knowledge of Cowboys. If you do not hear clearly, say repeat."
106.7 The Fan Sports Flash,stop,See you later. Go Cowboys!
106.7 The Fan Sports Flash,quit,
NASCAR Flash Briefing,"Alexa, open NASCAR Flash Briefing",Here's your news.
NASCAR Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
NASCAR Flash Briefing,stop,
NASCAR Flash Briefing,quit,
Bears Trivia,"Alexa, open Bears Trivia","Welcome to Bears Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What Super Bowl did the Bears win? 1. Super Bowl 19. 2. Super Bowl 20. 3. Super Bowl 22. 4. Super Bowl 21."
Bears Trivia,help,"I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing?"
Bears Trivia,stop,Would you like to keep playing?
Bears Trivia,quit,
NBC Sports Update,"Alexa, open NBC Sports Update",You have NBC News enabled. Do you want to open it?
NBC Sports Update,Yes,"Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear?"
NBC Sports Update,help,"“Thanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to?"
NBC Sports Update,stop,Good bye .
NBC Sports Update,quit,
Daily Golf Briefing,"Alexa, open Daily Golf Briefing"
Daily Golf Briefing,help,"For Help, please visit the help pages on the Amazon web site."
Daily Golf Briefing,stop,
Daily Golf Briefing,quit,
numberFire News,"Alexa, open numberFire News",You have Stock Prices by Opening Bell enabled. Do you want to open it?
numberFire News,Yes,What stock price would you like me to look up?
numberFire News,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
numberFire News,stop,O.K.
numberFire News,quit,
Real Runs - Running Tips for Runners,"Alexa, open Real Runs - Running Tips for Runners",<Audio only response>
Real Runs - Running Tips for Runners,help,"For Help, please visit the help pages on the Amazon web site."
Real Runs - Running Tips for Runners,stop,
Real Runs - Running Tips for Runners,quit,
Gridiron Trivia,"Alexa, open Gridiron Trivia","Hello! You are playing Gridiron Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin.Question 1. Who won the Super Bowl in 1998? 1. San Diego Chargers. 2. Arizona Cardinals. 3. Green Bay Packers. 4. Denver Broncos."
Gridiron Trivia,help,"I will ask you 5 multiple choice questions, try to get as many right as you can! To give an answer to a question, respond with the number of the answer by saying one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question asked, say, repeat."
Gridiron Trivia,stop,Good bye!
Gridiron Trivia,quit,
97.1 The Ticket Sports Update,"Alexa, open 97.1 The Ticket Sports Update",You have Stock Prices by Opening Bell enabled. Do you want to open it?
97.1 The Ticket Sports Update,Yes,What stock price would you like me to look up?
97.1 The Ticket Sports Update,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
97.1 The Ticket Sports Update,stop,O.K.
97.1 The Ticket Sports Update,quit,
Jammin' Jon's Wrestling News.,"Alexa, open Jammin' Jon's Wrestling News.",<Audio only response>
Jammin' Jon's Wrestling News.,help,"For Help, please visit the help pages on the Amazon web site."
Jammin' Jon's Wrestling News.,stop,
Jammin' Jon's Wrestling News.,quit,
90-Second Drill,"Alexa, open 90-Second Drill",<Audio only response>
90-Second Drill,help,"For Help, please visit the help pages on the Amazon web site."
90-Second Drill,stop,
90-Second Drill,quit,
Equestrian News,"Alexa, open Equestrian News",You have Stock Prices by Opening Bell enabled. Do you want to open it?
Equestrian News,Yes,What stock price would you like me to look up?
Equestrian News,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
Equestrian News,stop,O.K.
Equestrian News,quit,
RotoWire,"Alexa, open RotoWire",<Audio only response>
RotoWire,help,"For Help, please visit the help pages on the Amazon web site."
RotoWire,stop,
RotoWire,quit,
Soccer Nerd,"Alexa, open Soccer Nerd","Welcome to Soccer Nerd. You can ask me questions about soccer games. Try, who did Barcelona play last?"
Soccer Nerd,help,"You can ask me questions about upcoming and past soccer games. Soccer nerd knows about the teams in the English,Spanish and Portuguese Football Leagues. Try, who did Barcelona play last?"
Soccer Nerd,stop,Thank you for talking to Soccer Nerd. Have a nice day!
Soccer Nerd,quit,
49ers Update - Powered by 30sec,"Alexa, open 49ers Update - Powered by 30sec",You have Stock Prices by Opening Bell enabled. Do you want to open it?
49ers Update - Powered by 30sec,Yes,What stock price would you like me to look up?
49ers Update - Powered by 30sec,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
49ers Update - Powered by 30sec,stop,O.K.
49ers Update - Powered by 30sec,quit,
Houston Rockets,"Alexa, open Houston Rockets",You have Stock Prices by Opening Bell enabled. Do you want to open it?
Houston Rockets,Yes,What stock price would you like me to look up?
Houston Rockets,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
Houston Rockets,stop,O.K.
Houston Rockets,quit,
Reiki Music,"Alexa, open Reiki Music",I couldn't find any reiki songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1
Reiki Music,help,"For Help, please visit the help pages on the Amazon web site."
Reiki Music,stop,
Reiki Music,quit,
Daily Alphabet Affirmation,"Alexa, open Daily Alphabet Affirmation",Welcome to your feel-good alphabet affirmation skill! It is impossible not to feel good after you hear it. Ready to get started?
Daily Alphabet Affirmation,help,"The alphabet affirmation skill is a feel good journaling technique by ""Jesse Elder"". With this skill, you can get a new feel-good alphabet affirmation anytime you want to distract yourself from life and get into a positive, happy and feel good place. When Alexa asks you if you want to get started, your main options are Yes or No. Additionally you can say the letter of the alphabet you want to start from. Let's start from the beginning. Welcome to your feel-good alphabet affirmation skill! It is impossible not to feel good after you hear it. Ready to get started?"
Daily Alphabet Affirmation,stop,"""Come back anytime to hear a new feel-good alphabetical affirmation. Just say, ""Alexa, open alphabet affirmation"" to open the skill again."""
Daily Alphabet Affirmation,quit,
DraftKings,"Alexa, open DraftKings",You have Stock Prices by Opening Bell enabled. Do you want to open it?
DraftKings,Yes,What stock price would you like me to look up?
DraftKings,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
DraftKings,stop,O.K.
DraftKings,quit,
Soccer Drills,"Alexa, open Soccer Drills",<Audio only response>
Soccer Drills,help,"For Help, please visit the help pages on the Amazon web site."
Soccer Drills,stop,
Soccer Drills,quit,
Surf Checker,"Alexa, open Surf Checker",Hi! I'm an automatic symptom checker. What concerns you most about your health? Please describe your symptoms.
Surf Checker,help,"To start the symptom checker, say ""Alexa, open symptom checker"". When asked about symptoms, please use simple language. Use phrases such as ""lower back pain"", ""headache"" or ""dry cough"". To terminate the conversation immediately, say ""Stop"" at any time. You can resume such interrupted conversations by saying ""Alexa, ask Symptom checker to continue""."
Surf Checker,stop,Bye!
Surf Checker,quit,
Boston Red Sox Baseball Trivia Unauthorized,"Alexa, open Boston Red Sox Baseball Trivia Unauthorized","I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. In 1967, which future Hall of Fame great batted for the Triple Crown, the last time it would be achieved in the 20th Century?: 1. Jimmie Foxx. 2. Jim Rice. 3. Manny Ramirez. 4. Carl Yastrzemski."
Boston Red Sox Baseball Trivia Unauthorized,help,"I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing?"
Boston Red Sox Baseball Trivia Unauthorized,stop,Good bye!
Boston Red Sox Baseball Trivia Unauthorized,quit,
FanDuel: Pick 6,"Alexa, open FanDuel: Pick 6",You have Stock Prices by Opening Bell enabled. Do you want to open it?
FanDuel: Pick 6,Yes,What stock price would you like me to look up?
FanDuel: Pick 6,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
FanDuel: Pick 6,stop,O.K.
FanDuel: Pick 6,quit,
Big Ten Network Football News,"Alexa, open Big Ten Network Football News",
Big Ten Network Football News,help,"For Help, please visit the help pages on the Amazon web site."
Big Ten Network Football News,stop,
Big Ten Network Football News,quit,
Game Lines,"Alexa, open Game Lines","Welcome to Game Lines, find the line for an upcoming sport event. For example, you can ask for 'the steelers,' or 'the Pittsburgh basketball game.'"
Game Lines,help,"I can help you find spreads for sports events. For example, you can ask for 'the steelers,' or 'the Pittsburgh basketball game.'"
Game Lines,stop,Ok.
Game Lines,quit,
Fantasy Football ADP,"Alexa, open Fantasy Football ADP","Welcome to Fantasy Football Nerd. I can give you the news, or you can ask for updates about a specific player. How can I help you?"
Fantasy Football ADP,help,"Here are some helpful tips. Fantasy Football nerd can get you the latest fantasy news. You can ask about specific players, like Aaron Rodgers or Andrew Luck. You can ask for sit start advice by asking if you should start one player over another. You can ask for trade advice by asking if you should start one player over another. How can I help you?"
Fantasy Football ADP,stop,
