name,question,response
Math Facts - Math Practice for Kids,stop,"Okay, let's stop."
Math Facts - Math Practice for Kids,quit,
Spanish Word of the Day,"Alexa, open Spanish Word of the Day",
Spanish Word of the Day,help,"For Help, please visit the help pages on the Amazon web site."
Spanish Word of the Day,stop,
Spanish Word of the Day,quit,
This Day in History,"Alexa, open This Day in History",Welcome back to this day in History. From history.com. What month and day would you like to hear about?
This Day in History,help,"The History skill can tell you about events that happened today or any other day in history. You can say things like tomorrow, or June 6th. What month and day would you like to hear about?"
This Day in History,stop,Goodbye.
This Day in History,quit,
Animal Rescue,"Alexa, open Animal Rescue",<Short audio>
Animal Rescue,help,<Short audio>
Animal Rescue,stop,<Short audio>
Animal Rescue,quit,
Curiosity,"Alexa, open Curiosity",Hi.Are you curious about volcanoes? or whales.
Curiosity,help,"To choose one of the subjects presented by Curiosity, you should say the name of the subject. You can also say ""neither"" for two brand new choices."
Curiosity,stop,Thanks for being curious!
Curiosity,quit,
Interesting? | Quirky and Interesting Facts,"Alexa, open Interesting? | Quirky and Interesting Facts",
Interesting? | Quirky and Interesting Facts,help,"For Help, please visit the help pages on the Amazon web site."
Interesting? | Quirky and Interesting Facts,stop,
Interesting? | Quirky and Interesting Facts,quit,
Holy Quraan,"Alexa, open Holy Quraan",Welcome to Holy Qura'an Voice App Now you can create a playlist select additional reciters or a translation language you may request to play a Chapter by telling me the Chapter's reference number. try saying play chapter one for Chapter The opening or say Help for more details
Holy Quraan,help,"Welcome to the Help section. Now you can create a playlist select additional reciters or a translation language to create a playlist while a chapter is playing ask Alexa the following ask holy quraan to add to my playlist and when you are done adding your chapters to your playlist you can ask alexa to play your playlist by saying alexa ask holy quraan to play my playlist to select another reciter you can ask alexa the following ask holy quraan to select reciter one or eight you have a total of eight reciters now! to view the list of reciters you can ask me the following ask holy quraan to list reciters for translation you can ask alexa the following ask holy quraan to translate to English or to Urdu, currently we have added support for English and Urdu translation if you would like me to add another translation language please suggest it at the skill comment section, please check the skill description for further details Thank you."
Holy Quraan,stop,
Holy Quraan,quit,
NASA Mars,"Alexa, open NASA Mars","Welcome to NASA Mars. You can ask me questions about Mars like, how big is Mars? Or, give me a curiosity rover update."
NASA Mars,help,"Welcome to NASA Mars. You can ask me questions about Mars like, how big is Mars? Or, give me a curiosity rover update."
NASA Mars,stop,
NASA Mars,quit,
Examining the Scriptures Daily,"Alexa, open Examining the Scriptures Daily","Examining the Scriptures Daily is in your Flash Briefing; to hear it, just say, What’s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Examining the Scriptures Daily,help,"For Help, please visit the help pages on the Amazon web site."
Examining the Scriptures Daily,stop,
Examining the Scriptures Daily,quit,
Animal Sounds,"Alexa, open Animal Sounds","hey there, what animal sound would you like to hear?"
Animal Sounds,help,"Ask me for an animal noise, try sheep, cow or lion to get started, or just say random."
Animal Sounds,stop,all righty
Animal Sounds,quit,
Brainy Bee,"Alexa, open Brainy Bee","Welcome to Brainy Bee. What kind of challenge would you like, Math, Science or Vocabulary?"
Brainy Bee,help,Brainy Bee will ask you questions on the subject of your choice. If you dont know the answer you can say I dont know. To start a new quiz any time say Lets start over. To repeat the last question asked say Repeat. How may I help you?
Brainy Bee,stop,"I hope you had as much fun as I did. Let's play again soon! . Thanks for playing Brainy Bee. Try out our new skill Fact or Fib. It's a challenging game of True or False. Say, Alexa, enable Fact or Fib skill. Or search Fact or Fib in your Alexa app to start playing."
Brainy Bee,quit,
Verse of the Day,"Alexa, open Verse of the Day",
Verse of the Day,help,"Help? I thought you'd never ask! Verse-A-Day provides a new, hand selected Bible verse every day. 7 days a week, 365 days a year. You can also ask for past day's verses just in case you missed one. Verses for up to 7 days prior are available. To hear a day's verse simply ask for it with a phrase like yesterday's verse or the verse for 12/25/2016 assuming the date you use is within the last 7 days of course. To exit Verse-A-Day at any time, simply say Alexa, stop or cancel. Now that you're familiar with the Verse-A-Day functionality, what day's verse would you like to hear?"
Verse of the Day,stop,
Verse of the Day,quit,
This Day in History Top Story,"Alexa, open This Day in History Top Story",You have This Day in History enabled. Do you want to open it?
This Day in History Top Story,Yes,Welcome back to this day in History. From history.com. What month and day would you like to hear about?
This Day in History Top Story,help,"The History skill can tell you about events that happened today or any other day in history. You can say things like tomorrow, or June 6th. What month and day would you like to hear about?"
This Day in History Top Story,stop,Goodbye.
This Day in History Top Story,quit,
Word of the Day,"Alexa, open Word of the Day","Welcome to Today's Word of the Day... Ask me for a word, or ask for a literary fact."
Word of the Day,help,"I'm an AI vocabulary assistant made by UC Berkeley and UCLA graduates to make you smarter. I can run at different levels, either to help new English learners or to boost native speakers who want advanced vocabulary. Ask me for a word. Or, ask for a literary fact."
Word of the Day,stop,Come back later to get a new word or literary fact!
Word of the Day,quit,
Unofficial YouTube Playlist Creator,"Alexa, open Unofficial YouTube Playlist Creator","Welcome to YouTube playlist creator. Please tell me what topic you want by saying, find videos about, and a topic."
Unofficial YouTube Playlist Creator,help,"You can start by telling me what topic you want by saying, find videos about, and a topic."
Unofficial YouTube Playlist Creator,stop,"OK, goodbye!"
Unofficial YouTube Playlist Creator,quit,
Rosetta Stone,"Alexa, open Rosetta Stone","Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian"
Rosetta Stone,help,"Choose from german, spanish, french, italian, japanese, portuguese, russian"
Rosetta Stone,stop,"Choose from german, spanish, french, italian, japanese, portuguese, russian"
Rosetta Stone,quit,
True or False for Family,"Alexa, open True or False for Family",<Audio only response>
True or False for Family,help,"For Help, please visit the help pages on the Amazon web site."
True or False for Family,stop,
True or False for Family,quit,
The Listeners,"Alexa, open The Listeners","Welcome. Whoever you are. We are listening to you. In as much as we are with you, it is a pleasure. It is Such a pleasure. It is such a pleasure to be with you. Always. A pleasure. You might always tell us to: 'Keep going', or 'Go on'. You can describe your feelings, by speaking the words: 'I am filled with,' and then one of the nine affects, that is, a name for one of the nine feelings. Or, you can ask us how we feel. Or, you can ask us to 'speak', office, art, clouds, echoes. Or, you could say, 'Winter is coming.'"
The Listeners,help,"You might always ask us to: 'Keep going', or 'Go on'. You can inform us of your feelings, by speaking the words: 'I am feeling,' and then one of the nine affects. Or, you could ask us how we feel, ourselves."
The Listeners,stop,"We are sorry, in the end, to know that you are possessed by fear. And now, you must abandon us."
The Listeners,quit,
Short Bedtime Stories,"Alexa, open Short Bedtime Stories",<Audio only response>
Short Bedtime Stories,help,"For Help, please visit the help pages on the Amazon web site."
Short Bedtime Stories,stop,
Short Bedtime Stories,quit,
Brain Facts,"Alexa, open Brain Facts","Here's your fact : A baby's brain can use up to 50% of the total glucose supply, which may help explain why babies need so much sleep.: Would you like to hear another fact?"
Brain Facts,help,"You can say tell me a brain fact, or, you can say Cancel or Stop. If you want to keep hearing facts, you could say yes... What can I help you with?"
Brain Facts,stop,See you!
Brain Facts,quit,
Multiplication Quiz,"Alexa, open Multiplication Quiz","Welcome to Multiplication Quiz! Lets define the range of numbers you want to multiply. For example, if you want to multiply numbers between one and ten, say, ""one and ten""."
Multiplication Quiz,help,"Before the quiz beings, you must define the range of numbers that will be used in the quiz. If you would like to multiply numbers between 5 and 15, say, ""5 and 15"""
Multiplication Quiz,stop,Goodbye!
Multiplication Quiz,quit,
Chineasy - Learn Chinese With Ease,"Alexa, open Chineasy - Learn Chinese With Ease",
Chineasy - Learn Chinese With Ease,help,"For Help, please visit the help pages on the Amazon web site."
Chineasy - Learn Chinese With Ease,stop,
Chineasy - Learn Chinese With Ease,quit,
The Scriptures,"Alexa, open The Scriptures","Welcome to the Scriptures skill. I can read inspirational scriptures to you. You can say things like, read a scripture, give me inspiration, read Luke chapter 2, or how many chapters are in Genesis? What would you like me to do?"
The Scriptures,help,"You can say things like, please read a scripture, give me inspiration, read Luke chapter 2, or how many chapters are in Genesis? What would you like me to do?"
The Scriptures,stop,Goodbye
The Scriptures,quit,
Pronunciations,"Alexa, open Pronunciations",
Pronunciations,help,"For Help, please visit the help pages on the Amazon web site."
Pronunciations,stop,
Pronunciations,quit,
Learn Spanish,"Alexa, open Learn Spanish",The following are 50 common Spanish expressions. Hi!
Learn Spanish,help,With these popular Spanish expressions you will learn how to communicate with others. After you listen to all the expressions you can test your knowledge in a contest to recognize the different Spanish expressions I have available. So. Would you like to continue?
Learn Spanish,stop,"Ok, feel free to reach out to me to play more Spanish expressions. Goodbye."
Learn Spanish,quit,
World Geography Quiz,"Alexa, open World Geography Quiz","World Geography Quiz. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What is Japan's highest Point? 1. Mount Fuji. 2. Mount Kato. 3. Mount Lum. 4. Mount Apo."
World Geography Quiz,help,"I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. To quit, say, stop. Do you want to keep playing?"
World Geography Quiz,stop,Good bye!
World Geography Quiz,quit,
Curiosity Daily from Curiosity.com,"Alexa, open Curiosity Daily from Curiosity.com",
Curiosity Daily from Curiosity.com,help,"Welcome to NASA Mars. You can ask me questions about Mars like, how big is Mars? Or, give me a curiosity rover update."
Curiosity Daily from Curiosity.com,stop,
Curiosity Daily from Curiosity.com,quit,
Watch TV with Stream Player,"Alexa, open Watch TV with Stream Player","This channel is not available or I might have misunderstood you. Please say for example ""start abc news"" or ""start channel one"". Please try again."
Watch TV with Stream Player,help,"You can say „start“ followed by the channels name, for example say ""watch abc news"" or ""start channel one"". To see what channels are available please take a look at the skill description in your alexa app. What would you like to do?"
Watch TV with Stream Player,stop,Have a nice day. Please rate this skill in the Skill store if you want. I would appreciate it.
Watch TV with Stream Player,quit,
Amazon Math,"Alexa, open Amazon Math","Welcome back to Amazon Storytime. You can ask for your favorite set of stories by name, choose what type of story you'd like, or give the magic story wheel a spin. Say, , Bedtime, Animals or spin."
Amazon Math,help,"The Amazon Storytime skill plays short stories from the Amazon Storytime and Audible libraries. While you are listening, you can say “restart” to restart, “go back” to go back by ten seconds, or “next” to skip to the next story. At any time, you can switch to a different sets of stories. Just say, “Alexa, open Amazon Storytime”."
Amazon Math,stop,
Amazon Math,quit,
World Mathematics League,"Alexa, open World Mathematics League","Sorry, I'm not sure."
World Mathematics League,help,"For Help, please visit the help pages on the Amazon web site."
World Mathematics League,stop,
World Mathematics League,quit,
smart plug,"Alexa, open smart plug","Sorry, I don't know that one."
smart plug,help,"For Help, please visit the help pages on the Amazon web site."
smart plug,stop,
smart plug,quit,
Bird Song,"Alexa, open Bird Song","Hmm, I don't know that one."
Bird Song,help,"For Help, please visit the help pages on the Amazon web site."
Bird Song,stop,
Bird Song,quit,
Tide,"Alexa, open Tide","Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for?"
Tide,help,"Tide guide is a skill that will give you the high and low tide for a specific coastal location. If tide guide cannot find the specified location, it will try to find a know location within 100 miles. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for?"
Tide,stop,Goodbye
Tide,quit,
I'm Bored,"Alexa, open I'm Bored",
I'm Bored,help,"For Help, please visit the help pages on the Amazon web site."
I'm Bored,stop,
I'm Bored,quit,
The Ohio State Skill,"Alexa, open The Ohio State Skill","Welcome to The Ohio State University's Echo Skill. To learn what I can do, ask Ohio State what it can do. How can I help you?"
The Ohio State Skill,help,"I can answer questions in athletics, calendar, dining, events, and I can also tell jokes. What would you like help with?"
The Ohio State Skill,stop,Goodbye
The Ohio State Skill,quit,
Police Scanner Codes,"Alexa, open Police Scanner Codes",Here's your police scanner code: 10 9 means Repeat message
Police Scanner Codes,help,"For Help, please visit the help pages on the Amazon web site."
Police Scanner Codes,stop,
Police Scanner Codes,quit,
Overwatch Counters,"Alexa, open Overwatch Counters","Hmm, I'm not sure."
Overwatch Counters,help,"For Help, please visit the help pages on the Amazon web site."
Overwatch Counters,stop,
Overwatch Counters,quit,
Today's Teaching Tips,"Alexa, open Today's Teaching Tips","Today's Teaching Tips is in your Flash Briefing; to hear it, just say, What’s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Today's Teaching Tips,help,"For Help, please visit the help pages on the Amazon web site."
Today's Teaching Tips,stop,
Today's Teaching Tips,quit,
SAT Word of the Day,"Alexa, open SAT Word of the Day",<Short audio>
SAT Word of the Day,help,"For Help, please visit the help pages on the Amazon web site."
SAT Word of the Day,stop,
SAT Word of the Day,quit,
Car Trivia,"Alexa, open Car Trivia","Welcome to Car Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. How much horse power did the first Porsche 911 have? 1. 130 Horsepower. 2. 35 Horsepower. 3. 180 Horsepower. 4. 90 Horsepower."
Car Trivia,help,"I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing?"
Car Trivia,stop,Would you like to keep playing?
Car Trivia,quit,
SayHi Language Learning,"Alexa, open SayHi Language Learning",Welcome to the Say Hi Language Learning Skill.Would you like to learn a language?
SayHi Language Learning,help,
SayHi Language Learning,stop,See you soon!
SayHi Language Learning,quit,
Aircraft Radar,"Alexa, open Aircraft Radar","Please enable Device Address permissions for the Aircraft Radar skill, in the Amazon Alexa app."
Aircraft Radar,help,"For Help, please visit the help pages on the Amazon web site."
Aircraft Radar,stop,
Aircraft Radar,quit,
Calendar Bird,"Alexa, open Calendar Bird","Sorry, I'm not sure."
Calendar Bird,help,"For Help, please visit the help pages on the Amazon web site."
Calendar Bird,stop,
Calendar Bird,quit,
My Air Quality,"Alexa, open My Air Quality",Welcome to Air Quality Ask me for a forecast by saying: get me the forecast for 07753
My Air Quality,help,The Air Quality skill provides air quality forecasts for US zip codesThe reports are provided by the United States Environmental Protection AgencyYou can request a forecast by saying get me the forecast for 07753
My Air Quality,stop,Good bye!
My Air Quality,quit,
Spanish Numbers,"Alexa, open Spanish Numbers",
Spanish Numbers,help,"For Help, please visit the help pages on the Amazon web site."
Spanish Numbers,stop,
Spanish Numbers,quit,
Wikipedia Online Encyclopedia (Unofficial),"Alexa, open Wikipedia Online Encyclopedia (Unofficial)",Wikipedia Online Encyclopedia (Unofficial) contains mature content that may not be suitable for all ages
Wikipedia Online Encyclopedia (Unofficial),help,"For Help, please visit the help pages on the Amazon web site."
Wikipedia Online Encyclopedia (Unofficial),stop,
Wikipedia Online Encyclopedia (Unofficial),quit,
Learn Italian,"Alexa, open Learn Italian",The following are 50 common Spanish expressions. Hi!
Learn Italian,help,With these popular Spanish expressions you will learn how to communicate with others. After you listen to all the expressions you can test your knowledge in a contest to recognize the different Spanish expressions I have available. So. Would you like to continue?
Learn Italian,stop,"Ok, feel free to reach out to me to play more Spanish expressions. Goodbye."
Learn Italian,quit,
Vocabulary Word,"Alexa, open Vocabulary Word","Since this is the weekend, there is no new vocabulary word of the day. Friday's vocabulary word was: bareboned. adjective: Lean; spare; gaunt. bareboned is spelled: b. a. r. e. b. o. n. e. d. . You can also say Ask Vocabulary Word of the Day, Week. To review all the words for the week."
Vocabulary Word,help,"Welcome to Vocabulary Word of the Day. Each weekday we present a unique vocabulary word. You can use the following commands: Today - to hear today's word. Yesterday - to hear yesterday's word. Week - to hear all the words for the current week. Please say: Today, Yesterday, Week, or Exit."
Vocabulary Word,stop,Goodbye!
Vocabulary Word,quit,
Call Sign,"Alexa, open Call Sign","What US call sign would you like me to lookup? For example, say W A 1 W or Whiskey 1 Alpha Whiskey."
Call Sign,help,"This skill looks up information for US ham radio call signs only, and understands the regular and phonetic alphabets. To get basic name, class, and location information, just give me a call sign. For example you can say Alexa, ask call sign W 1 A W or, Alexa, ask call sign Whiskey 1 Alpha Whiskey. To get additional information such as latitude, longitude, and license expiration date, say Alexa, Ask Call sign tell me everything about W 1 A W. What US call sign should I look up?"
Call Sign,stop,"OK, goodbye."
Call Sign,quit,
HAM Radio Propagation Forecast,"Alexa, open HAM Radio Propagation Forecast",
HAM Radio Propagation Forecast,help,"For Help, please visit the help pages on the Amazon web site."
HAM Radio Propagation Forecast,stop,
HAM Radio Propagation Forecast,quit,
JW.ORG What's New,"Alexa, open JW.ORG What's New",Here's your news.
JW.ORG What's New,help,"For Help, please visit the help pages on the Amazon web site."
JW.ORG What's New,stop,
JW.ORG What's New,quit,
Canvas,"Alexa, open Canvas",You need to login with Canvas to use this skill.
Canvas,help,"For Help, please visit the help pages on the Amazon web site."
Canvas,stop,
Canvas,quit,
Glamazon Pride Facts,"Alexa, open Glamazon Pride Facts",Here's a pride fact brought to you by the Human Rights Campaign:
Glamazon Pride Facts,help,"You can say tell me a pride fact, or, you can say exit... What can I help you with?"
Glamazon Pride Facts,stop,
Glamazon Pride Facts,quit,
language teacher,"Alexa, open language teacher","Greetings! You can ask Language Teacher to say something in different languages, or you can say ""Help"" to learn more."
language teacher,help,"You can ask Language Teacher to say something in different languages. For example, you can say: ""Ask Language Teacher to say Hello"", or ""Ask Language Teacher to repeat"" to listen to the translation again. To set the language - just say: ""Ask Language Teacher to set the language to Japanese"". What do you want to do?"
language teacher,stop,Bye!
language teacher,quit,
Donkey Kong Facts,"Alexa, open Donkey Kong Facts",
Donkey Kong Facts,help,"For Help, please visit the help pages on the Amazon web site."
Donkey Kong Facts,stop,
Donkey Kong Facts,quit,
Bible Readings,"Alexa, open Bible Readings",Welcome to YouVersion Bible. What can I read for you?
Bible Readings,help,"YouVersion Bible is completely free, and lets you listen to any book, chapter, or verse. You can also listen to daily readings from YouVersion reading plans. Other features include being able to change versions, and ask for the verse of the day. What can I read for you?"
Bible Readings,stop,
Bible Readings,quit,
Phone Locator,"Alexa, open Phone Locator",You have Life360 enabled. Do you want to open it?
Phone Locator,Yes,"Welcome to Life360. You can ask me to tell you where your whole family is, or ask for a family member by name. You can say help at anytime."
Phone Locator,help,"You can ask where is my family or what is my current circle. If you add your favorite places to Life360, like home, work, or school, Alexa can also send you notifications telling you when your family members come and go. What can I do for you?"
Phone Locator,stop,Thanks for using Life360.
Phone Locator,quit,
Bob Ross Quote of the Day,"Alexa, open Bob Ross Quote of the Day",<Audio only response>
Bob Ross Quote of the Day,help,"For Help, please visit the help pages on the Amazon web site."
Bob Ross Quote of the Day,stop,
Bob Ross Quote of the Day,quit,
Bored kids,"Alexa, open Bored kids","Sorry, I’m not sure about that."
Bored kids,help,"For Help, please visit the help pages on the Amazon web site."
Bored kids,stop,
Bored kids,quit,
Bamboo Math,"Alexa, open Bamboo Math",Welcome back to Bamboo Math. You are on addition level 1. Ready?
Bamboo Math,help,"What would you like to do? You can say 'easier' or 'harder' to change difficulty, 'switch operations' for different types of problems, or just say 'yes' to begin."
Bamboo Math,stop,"Goodbye and thank you. If you are enjoying Bamboo Math, please consider giving Bamboo Math a positive rating in the Alexa Skills Store on Amazon.com."
Bamboo Math,quit,
Word of the Day - Daily Vocabulary Flash Briefing,"Alexa, open Word of the Day - Daily Vocabulary Flash Briefing",I found a few matches for that.
Word of the Day - Daily Vocabulary Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
Word of the Day - Daily Vocabulary Flash Briefing,stop,
Word of the Day - Daily Vocabulary Flash Briefing,quit,
Read the Book of Mormon This Year,"Alexa, open Read the Book of Mormon This Year",I couldn't find mormon this year.
Read the Book of Mormon This Year,help,"For Help, please visit the help pages on the Amazon web site."
Read the Book of Mormon This Year,stop,
Read the Book of Mormon This Year,quit,
Animal Sounds,"Alexa, open Animal Sounds","aloha, what animal sound would you like to hear?"
Animal Sounds,help,"Ask me for an animal noise, try sheep, cow or lion to get started, or just say random."
Animal Sounds,stop,righto
Animal Sounds,quit,
Kids Animal Sounds,"Alexa, open Kids Animal Sounds","hey, what animal sound would you like to hear?"
Kids Animal Sounds,help,"Ask me for an animal noise, try sheep, cow or lion to get started, or just say random."
Kids Animal Sounds,stop,righto
Kids Animal Sounds,quit,
English to Spanish Translator,"Alexa, open English to Spanish Translator",You have Spanish Word of the Day enabled. Do you want to open it?
English to Spanish Translator,Yes,<Short audio>
English to Spanish Translator,help,"For Help, please visit the help pages on the Amazon web site."
English to Spanish Translator,stop,
English to Spanish Translator,quit,
Do Nothing,"Alexa, open Do Nothing",<Audio only response>
Do Nothing,help,"For Help, please visit the help pages on the Amazon web site."
Do Nothing,stop,
Do Nothing,quit,
Catholic Daily,"Alexa, open Catholic Daily","Welcome to Catholic Daily. Today is Saturday, April 13, 2019, Saturday of the Fifth Week of Lent. To get started you can say, daily readings. Or, daily gospel."
Catholic Daily,help,"Catholic Daily allows you to listen to the readings from the Roman Catholic Lectionary for Mass. You can hear all the readings for a single day, or the gospel alone. You can also choose readings for a different day if they are available. If no date is specified, the service returns readings for today’s date based on U.S. Pacific Standard Time. Here are some prompts you can try: I want to hear the readings for today. Read me the gospel. Give me the readings for July 17, 2016. Give it a try."
Catholic Daily,stop,Thank you for using Catholic Daily. Be sure to come back tomorrow!
Catholic Daily,quit,
Language Tutor,"Alexa, open Language Tutor","Greetings! You can ask Language Teacher to say something in different languages, or you can say ""Help"" to learn more."
Language Tutor,help,"You can ask Language Teacher to say something in different languages. For example, you can say: ""Ask Language Teacher to say Hello"", or ""Ask Language Teacher to repeat"" to listen to the translation again. To set the language - just say: ""Ask Language Teacher to set the language to Japanese"". What do you want to do?"
Language Tutor,stop,Bye!
Language Tutor,quit,
My ABC,"Alexa, open My ABC","Ok, Here's StockTicker"
My ABC,help,"I can help you get the latest price for a stock. You can simply open Stock Ticker and ask a question like, What's the stock price for Amazon. Or you can say exit to quit this skill. There maybe times where I have trouble recognizing or looking up a Company's name. For these cases, I am able to look up stock symbols as well. For stock symbol lookups, just replace the company name with the symbol, like, What's the stock price for GOOGL. Now, what company should I look up?"
My ABC,stop,Goodbye!
My ABC,quit,
Stephen King Library,"Alexa, open Stephen King Library",Starting your most recently added audiobook.
Stephen King Library,help,"For Help, please visit the help pages on the Amazon web site."
Stephen King Library,stop,
Stephen King Library,quit,
Daily Dose by Innovative Language,"Alexa, open Daily Dose by Innovative Language",
Daily Dose by Innovative Language,help,"For Help, please visit the help pages on the Amazon web site."
Daily Dose by Innovative Language,stop,
Daily Dose by Innovative Language,quit,
Read the New Testament This Year,"Alexa, open Read the New Testament This Year",I couldn't find Esther (A Dangerous Beauty Novel Book #1): Royal Beauty in your Kindle library.You can buy it on amazon.com
Read the New Testament This Year,help,"For Help, please visit the help pages on the Amazon web site."
Read the New Testament This Year,stop,
Read the New Testament This Year,quit,
Wikipedia,"Alexa, open Wikipedia",<Audio only response>
Wikipedia,help,"For Help, please visit the help pages on the Amazon web site."
Wikipedia,stop,
Wikipedia,quit,
Lottery Jackpot,"Alexa, open Lottery Jackpot","Sorry, I’m not sure about that."
Lottery Jackpot,help,"For Help, please visit the help pages on the Amazon web site."
Lottery Jackpot,stop,
Lottery Jackpot,quit,
Quran,"Alexa, open Quran","Ok, Here's Holy Quraan"
Quran,help,"Welcome to the Help section. Now you can create a playlist select additional reciters or a translation language to create a playlist while a chapter is playing ask Alexa the following ask holy quraan to add to my playlist and when you are done adding your chapters to your playlist you can ask alexa to play your playlist by saying alexa ask holy quraan to play my playlist to select another reciter you can ask alexa the following ask holy quraan to select reciter one or eight you have a total of eight reciters now! to view the list of reciters you can ask me the following ask holy quraan to list reciters for translation you can ask alexa the following ask holy quraan to translate to English or to Urdu, currently we have added support for English and Urdu translation if you would like me to add another translation language please suggest it at the skill comment section, please check the skill description for further details Thank you."
Quran,stop,
Quran,quit,
Fortnite Buddy,"Alexa, open Fortnite Buddy","Welcome to Ask My Buddy, Who would you like to alert ?"
Fortnite Buddy,help,"To send an alert just say alert and a name from your contact list or, just say alert and I will guide you, You can also just say, send help, To alert everyone in your list. Would you like to send an alert?"
Fortnite Buddy,stop,Goodbye
Fortnite Buddy,quit,
Ham Lookup,"Alexa, open Ham Lookup",Ask me to lookup a US call sign
Ham Lookup,help,Ask me to lookup a US call sign
Ham Lookup,stop,Bye!
Ham Lookup,quit,
Daily Quotes,"Alexa, open Daily Quotes",This quote's from Thomas Jefferson
Daily Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Daily Quotes,stop,
Daily Quotes,quit,
JOHNSON'S Bedtime,"Alexa, open JOHNSON'S Bedtime",What is your name?
JOHNSON'S Bedtime,help,"To play The Short Bedtime Story, just say a name. What is your name?"
JOHNSON'S Bedtime,stop,Bye bye.
JOHNSON'S Bedtime,quit,
School Leadership Series,"Alexa, open School Leadership Series",<Audio only response>
School Leadership Series,help,"For Help, please visit the help pages on the Amazon web site."
School Leadership Series,stop,
School Leadership Series,quit,
Daily Zen: A little moment of clarity,"Alexa, open Daily Zen: A little moment of clarity",<Audio only response>
Daily Zen: A little moment of clarity,help,"For Help, please visit the help pages on the Amazon web site."
Daily Zen: A little moment of clarity,stop,
Daily Zen: A little moment of clarity,quit,
Life Hacks,"Alexa, open Life Hacks",Here's your tip: Tie a small piece of bright-colored fabric to your luggage. Saves a lot of time to check if its your bag or not.
Life Hacks,help,"For Help, please visit the help pages on the Amazon web site."
Life Hacks,stop,
Life Hacks,quit,
wikiHow,"Alexa, open wikiHow",Hi! Ask me how to do anything.
wikiHow,help,"Hi! You can ask me how to do anything. For example try asking, ""how do I make french toast without milk?"""
wikiHow,stop,"Thanks for using wikihow. You can always ask another question later by saying, open wikihow"
wikiHow,quit,
