name,question,response
Seinfeld Fan Trivia,"Alexa, open Seinfeld Fan Trivia","Seinfeld Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin.Question 1. Who was Georgeâ€™s masseuse? 1. John Paul. 2. Tony. 3. Raymond. 4. Todd Gack."
Seinfeld Fan Trivia,help,"I will ask you 5 multiple choice questions, try to get as many right as you can! To give an answer to a question, respond with the number of the answer by saying one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question asked, say, repeat."
Seinfeld Fan Trivia,stop,Good bye!
Seinfeld Fan Trivia,quit,
Seinfeld Fan Trivia,"Alexa, open Seinfeld Fan Trivia","Seinfeld Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin.Question 1. When George and Kramer visit the bus boy, what or who slips out the door? 1. A dog. 2. A cat. 3. A snake. 4. The baby."
Seinfeld Fan Trivia,help,"I will ask you 5 multiple choice questions, try to get as many right as you can! To give an answer to a question, respond with the number of the answer by saying one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question asked, say, repeat."
Seinfeld Fan Trivia,stop,Good bye!
Seinfeld Fan Trivia,quit,
Michael Scott Quote Generator,"Alexa, open Michael Scott Quote Generator","Here is a quote from Michael Scott. ""I'm very sorry, I did not know you were wearing a hearing aid. I thought you were just speaking abnormally."""
Michael Scott Quote Generator,help,"For Help, please visit the help pages on the Amazon web site."
Michael Scott Quote Generator,stop,
Michael Scott Quote Generator,quit,
Michael Scott Quote Generator,"Alexa, open Michael Scott Quote Generator","Here is a quote from Michael Scott. ""I'm very sorry, I did not know you were wearing a hearing aid. I thought you were just speaking abnormally."""
Michael Scott Quote Generator,help,"For Help, please visit the help pages on the Amazon web site."
Michael Scott Quote Generator,stop,
Michael Scott Quote Generator,quit,
Michael Scott Quote Generator,"Alexa, open Michael Scott Quote Generator","Here is a quote from Michael Scott. ""I'm very sorry, I did not know you were wearing a hearing aid. I thought you were just speaking abnormally."""
Michael Scott Quote Generator,help,"For Help, please visit the help pages on the Amazon web site."
Michael Scott Quote Generator,stop,
Michael Scott Quote Generator,quit,
Movie Trivia,"Alexa, open Movie Trivia",Here's your fact: Among Patrick Bateman's neighbours in the novel of American Psycho is one Tom Cruise (see also #66)
Movie Trivia,help,"For Help, please visit the help pages on the Amazon web site."
Movie Trivia,stop,
Movie Trivia,quit,
Movie Trivia,"Alexa, open Movie Trivia",Here's your fact: Fight Club and Choke author Chuck Palahnuik can be glimpsed ever so briefly in the final scene of the latter. He's sitting next to Sam Rockwell on the plane.
Movie Trivia,help,"For Help, please visit the help pages on the Amazon web site."
Movie Trivia,stop,
Movie Trivia,quit,
Movie Trivia,"Alexa, open Movie Trivia","Here's your fact: Robert Ludlum, the creator of the Jason Bourne series, died while the first Bourne film was in post-production."
Movie Trivia,help,"For Help, please visit the help pages on the Amazon web site."
Movie Trivia,stop,
Movie Trivia,quit,
Groot,"Alexa, open Groot","Sorry, I don't know that."
Groot,help,"For Help, please visit the help pages on the Amazon web site."
Groot,stop,
Groot,quit,
Groot,"Alexa, open Groot","Hmm, I don't know that."
Groot,help,"For Help, please visit the help pages on the Amazon web site."
Groot,stop,
Groot,quit,
Groot,"Alexa, open Groot","Sorry, I don't know that one."
Groot,help,"For Help, please visit the help pages on the Amazon web site."
Groot,stop,
Groot,quit,
Golden Girls Trivia,"Alexa, open Golden Girls Trivia",<Short audio>
Golden Girls Trivia,help,"You can stop the question and answer it at any time by saying Alexa: and the number of your answer. Easy peasy. To repeat the last question, say, repeat. Would you like to keep playing?"
Golden Girls Trivia,stop,Would you like to keep playing?
Golden Girls Trivia,quit,
Golden Girls Trivia,"Alexa, open Golden Girls Trivia",<Short audio>
Golden Girls Trivia,help,"You can stop the question and answer it at any time by saying Alexa: and the number of your answer. Easy peasy. To repeat the last question, say, repeat. Would you like to keep playing?"
Golden Girls Trivia,stop,Would you like to keep playing?
Golden Girls Trivia,quit,
Golden Girls Trivia,"Alexa, open Golden Girls Trivia",<Short audio>
Golden Girls Trivia,help,"You can stop the question and answer it at any time by saying Alexa: and the number of your answer. Easy peasy. To repeat the last question, say, repeat. Would you like to keep playing?"
Golden Girls Trivia,stop,Would you like to keep playing?
Golden Girls Trivia,quit,
SHOWTIME,"Alexa, open SHOWTIME","Welcome back to Showtime! Catch new episodes of Billions, Sundays at 9 PM Eastern and Pacific. You can ask me about series, movies, documentaries or sports. Which would you like?"
SHOWTIME,help,"You can ask me to browse series, movies, documentaries, or sports, ask about your favorite characters, or find out whatâ€™s happening on the latest episodes of your favorite Showtime shows. How can I help you?"
SHOWTIME,stop,Thanks for using the Showtime skill. Goodbye
SHOWTIME,quit,
SHOWTIME,"Alexa, open SHOWTIME","Welcome back to Showtime! Catch new episodes of Billions, Sundays at 9 PM Eastern and Pacific. You can ask me about series, movies, documentaries or sports. Which would you like?"
SHOWTIME,help,"You can ask me to browse series, movies, documentaries, or sports, ask about your favorite characters, or find out whatâ€™s happening on the latest episodes of your favorite Showtime shows. How can I help you?"
SHOWTIME,stop,Thanks for using the Showtime skill. Goodbye
SHOWTIME,quit,
SHOWTIME,"Alexa, open SHOWTIME","Welcome back to Showtime! Catch new episodes of Billions, Sundays at 9 PM Eastern and Pacific. You can ask me about series, movies, documentaries or sports. Which would you like?"
SHOWTIME,help,"You can ask me to browse series, movies, documentaries, or sports, ask about your favorite characters, or find out whatâ€™s happening on the latest episodes of your favorite Showtime shows. How can I help you?"
SHOWTIME,stop,Thanks for using the Showtime skill. Goodbye
SHOWTIME,quit,
WWE Trivia - Questions and Facts,"Alexa, open WWE Trivia - Questions and Facts","Here's your fact: Who did Chris Jericho interrupt when he made his WWE debut? The Rock. He interrupted The Rock on the Aug. 9, 1999, episode of Raw Is War."
WWE Trivia - Questions and Facts,help,"For Help, please visit the help pages on the Amazon web site."
WWE Trivia - Questions and Facts,stop,
WWE Trivia - Questions and Facts,quit,
WWE Trivia - Questions and Facts,"Alexa, open WWE Trivia - Questions and Facts","Here's your fact: In 2001, the WWFâ€™s version of the Kai En Tai stable had been quietly dissolved when all of the villainous Orientals in the faction left the company, with the exception of Funaki and Taka Michinoku, who remained to form a comedic tag team under the same name. Riffing off the cliched Hollywood practice of appalling overdubbing of kung fu movies, Kai En Tai would excitedly cut promos to a dead mic, while a deep, out-of-synch American voice would boom over the PA with the English dub of the promo. Inevitably, Taka would end with the word EEEEVIL!, and Funaki would tack INDEEEED! on the end. A rarity for WWE comedy gimmicks, the bit was actually funny. Perhaps thatâ€™s because Shane McMahon came up with it rather than his father. What few people realised was that the hilariously over-the-top dubbed voice was Shane as well. Eeeevil indeeeed."
WWE Trivia - Questions and Facts,help,"For Help, please visit the help pages on the Amazon web site."
WWE Trivia - Questions and Facts,stop,
WWE Trivia - Questions and Facts,quit,
WWE Trivia - Questions and Facts,"Alexa, open WWE Trivia - Questions and Facts","Here's your fact: Dwayne The Rock Johnson didnâ€™t develop the ability to quirk an eyebrow overnight while working the house show loop. No, the Peopleâ€™s Eyebrow was something he came up with while studying criminology and physiology on a full football scholarship at the University Of Miami. Why he made it a thing back in college, I have no idea. Equally, I havenâ€™t got a clue why he decided to call it â€˜the Heat Browâ€™. Was it getting him heat? Did it make other people hot? Miamiâ€™s a hot town. Was there perspiration involved? Weâ€™ll probably never know. He tried calling it that again when the eyebrow reappeared in the WWF, but it never caught on like â€˜the Peopleâ€™s Eyebrowâ€™ did."
WWE Trivia - Questions and Facts,help,"For Help, please visit the help pages on the Amazon web site."
WWE Trivia - Questions and Facts,stop,
WWE Trivia - Questions and Facts,quit,
Famous Movie Quotes,"Alexa, open Famous Movie Quotes",Here's a quote from the movie undefined... undefined
Famous Movie Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Famous Movie Quotes,stop,
Famous Movie Quotes,quit,
Famous Movie Quotes,"Alexa, open Famous Movie Quotes",Here's a quote from the movie undefined... undefined
Famous Movie Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Famous Movie Quotes,stop,
Famous Movie Quotes,quit,
Famous Movie Quotes,"Alexa, open Famous Movie Quotes",Here's a quote from the movie undefined... undefined
Famous Movie Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Famous Movie Quotes,stop,
Famous Movie Quotes,quit,
new flicks,"Alexa, open new flicks","Hmm, I don't know that one."
new flicks,help,"For Help, please visit the help pages on the Amazon web site."
new flicks,stop,
new flicks,quit,
new flicks,"Alexa, open new flicks","Sorry, Iâ€™m not sure about that."
new flicks,help,"For Help, please visit the help pages on the Amazon web site."
new flicks,stop,
new flicks,quit,
new flicks,"Alexa, open new flicks","Hmm, I don't know that one."
new flicks,help,"For Help, please visit the help pages on the Amazon web site."
new flicks,stop,
new flicks,quit,
NoCable,"Alexa, open NoCable","Hmm, I don't know that."
NoCable,help,"For Help, please visit the help pages on the Amazon web site."
NoCable,stop,
NoCable,quit,
NoCable,"Alexa, open NoCable","Sorry, Iâ€™m not sure about that."
NoCable,help,"For Help, please visit the help pages on the Amazon web site."
NoCable,stop,
NoCable,quit,
NoCable,"Alexa, open NoCable","Sorry, I don't know that one."
NoCable,help,"For Help, please visit the help pages on the Amazon web site."
NoCable,stop,
NoCable,quit,
BOSCH: A Detective's Case,"Alexa, open BOSCH: A Detective's Case",<Audio only response>
BOSCH: A Detective's Case,help,"For Help, please visit the help pages on the Amazon web site."
BOSCH: A Detective's Case,stop,
BOSCH: A Detective's Case,quit,
BOSCH: A Detective's Case,"Alexa, open BOSCH: A Detective's Case",<Audio only response>
BOSCH: A Detective's Case,help,"For Help, please visit the help pages on the Amazon web site."
BOSCH: A Detective's Case,stop,
BOSCH: A Detective's Case,quit,
BOSCH: A Detective's Case,"Alexa, open BOSCH: A Detective's Case",<Audio only response>
BOSCH: A Detective's Case,help,"For Help, please visit the help pages on the Amazon web site."
BOSCH: A Detective's Case,stop,
BOSCH: A Detective's Case,quit,
Schrute Quotes,"Alexa, open Schrute Quotes","Here's your Dwight Schrute quote:People say, oh itâ€™s dangerous to keep weapons in the home, or the workplace. Well I say, itâ€™s better to be hurt by someone you know, accidentally, than by a stranger, on purpose.Would you like another quote?"
Schrute Quotes,help,"You can say tell me a quote, or, you can say exit... What can I help you with?"
Schrute Quotes,stop,Goodbye
Schrute Quotes,quit,
Schrute Quotes,"Alexa, open Schrute Quotes","Here's your Dwight Schrute quote:I signed up for Second Life about a year ago. Back then, my life was so great that I literally wanted a second one. Absolutely everything was the same...except I could fly.Would you like another quote?"
Schrute Quotes,help,"You can say tell me a quote, or, you can say exit... What can I help you with?"
Schrute Quotes,stop,Goodbye
Schrute Quotes,quit,
Schrute Quotes,"Alexa, open Schrute Quotes",Here's your Dwight Schrute quote:Jim couldn't land me in a thousand years.Would you like another quote?
Schrute Quotes,help,"You can say tell me a quote, or, you can say exit... What can I help you with?"
Schrute Quotes,stop,Goodbye
Schrute Quotes,quit,
Layer3 TV,"Alexa, open Layer3 TV",It looks like your T Vision account is not linked yet. You can link T Vision to your Amazon Account from the Amazon Alexa app.
Layer3 TV,help,"For Help, please visit the help pages on the Amazon web site."
Layer3 TV,stop,
Layer3 TV,quit,
Layer3 TV,"Alexa, open Layer3 TV",It looks like your T Vision account is not linked yet. You can link T Vision to your Amazon Account from the Amazon Alexa app.
Layer3 TV,help,"For Help, please visit the help pages on the Amazon web site."
Layer3 TV,stop,
Layer3 TV,quit,
Layer3 TV,"Alexa, open Layer3 TV",It looks like your T Vision account is not linked yet. You can link T Vision to your Amazon Account from the Amazon Alexa app.
Layer3 TV,help,"For Help, please visit the help pages on the Amazon web site."
Layer3 TV,stop,
Layer3 TV,quit,
Keeping Up With The Kardashians Quote Game,"Alexa, open Keeping Up With The Kardashians Quote Game",<Short audio>
Keeping Up With The Kardashians Quote Game,help,"Please guess the character by saying the character name for example, Kim. Or say, Repeat to Repeat the question"
Keeping Up With The Kardashians Quote Game,stop,<Short audio>
Keeping Up With The Kardashians Quote Game,quit,
Keeping Up With The Kardashians Quote Game,"Alexa, open Keeping Up With The Kardashians Quote Game",<Short audio>
Keeping Up With The Kardashians Quote Game,help,"Please guess the character by saying the character name for example, Kim. Or say, Repeat to Repeat the question"
Keeping Up With The Kardashians Quote Game,stop,<Short audio>
Keeping Up With The Kardashians Quote Game,quit,
Keeping Up With The Kardashians Quote Game,"Alexa, open Keeping Up With The Kardashians Quote Game",<Short audio>
Keeping Up With The Kardashians Quote Game,help,"Please guess the character by saying the character name for example, Kim. Or say, Repeat to Repeat the question"
Keeping Up With The Kardashians Quote Game,stop,<Short audio>
Keeping Up With The Kardashians Quote Game,quit,
Star Wars Quotes,"Alexa, open Star Wars Quotes","Here's a Star Wars: A New Hope quote: ""Got him! I got him!""."
Star Wars Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Star Wars Quotes,stop,
Star Wars Quotes,quit,
Star Wars Quotes,"Alexa, open Star Wars Quotes","Here's a Star Wars: A New Hope quote: ""If you're right, he must not be allowed to escape."""
Star Wars Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Star Wars Quotes,stop,
Star Wars Quotes,quit,
Star Wars Quotes,"Alexa, open Star Wars Quotes","Here's a Star Wars: A New Hope quote: ""I have you now!""."
Star Wars Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Star Wars Quotes,stop,
Star Wars Quotes,quit,
Horror Trivia,"Alexa, open Horror Trivia",Here's your horror fact: English actor Doug Bradley portrayed Pinhead in the first 8 films of the Hellraiser series. The ninth and tenth in the series feature a different actor in the role.
Horror Trivia,help,"For Help, please visit the help pages on the Amazon web site."
Horror Trivia,stop,
Horror Trivia,quit,
Horror Trivia,"Alexa, open Horror Trivia","Here's your horror fact: The longest gap between horror sequels is not Psycho 2 but actually Return of the Killer Shrews, 54 years after the original."
Horror Trivia,help,"For Help, please visit the help pages on the Amazon web site."
Horror Trivia,stop,
Horror Trivia,quit,
Horror Trivia,"Alexa, open Horror Trivia","Here's your horror fact: The longest gap between horror sequels is not Psycho 2 but actually Return of the Killer Shrews, 54 years after the original."
Horror Trivia,help,"For Help, please visit the help pages on the Amazon web site."
Horror Trivia,stop,
Horror Trivia,quit,
TV Data,"Alexa, open TV Data","Sorry, Iâ€™m not sure about that."
TV Data,help,"For Help, please visit the help pages on the Amazon web site."
TV Data,stop,
TV Data,quit,
TV Data,"Alexa, open TV Data","Sorry, Iâ€™m not sure about that."
TV Data,help,"For Help, please visit the help pages on the Amazon web site."
TV Data,stop,
TV Data,quit,
TV Data,"Alexa, open TV Data","Sorry, I'm not sure."
TV Data,help,"For Help, please visit the help pages on the Amazon web site."
TV Data,stop,
TV Data,quit,
Can I stream,"Alexa, open Can I stream",You have wikiHow enabled. Do you want to open it?
Can I stream,Yes,Hi! Ask me how to do anything.
Can I stream,help,"Hi! You can ask me how to do anything. For example try asking, ""how do I make french toast without milk?"""
Can I stream,stop,"Thanks for using wikihow. You can always ask another question later by saying, open wikihow"
Can I stream,quit,
Can I stream,"Alexa, open Can I stream",You have wikiHow enabled. Do you want to open it?
Can I stream,Yes,Hi! Ask me how to do anything.
Can I stream,help,"Hi! You can ask me how to do anything. For example try asking, ""how do I make french toast without milk?"""
Can I stream,stop,"Thanks for using wikihow. You can always ask another question later by saying, open wikihow"
Can I stream,quit,
Can I stream,"Alexa, open Can I stream",You have wikiHow enabled. Do you want to open it?
Can I stream,Yes,Hi! Ask me how to do anything.
Can I stream,help,"Hi! You can ask me how to do anything. For example try asking, ""how do I make french toast without milk?"""
Can I stream,stop,"Thanks for using wikihow. You can always ask another question later by saying, open wikihow"
Can I stream,quit,
Ay-Oh with Bohemian Rhapsody,"Alexa, open Ay-Oh with Bohemian Rhapsody","Hmm, I don't know that one."
Ay-Oh with Bohemian Rhapsody,help,"For Help, please visit the help pages on the Amazon web site."
Ay-Oh with Bohemian Rhapsody,stop,
Ay-Oh with Bohemian Rhapsody,quit,
Ay-Oh with Bohemian Rhapsody,"Alexa, open Ay-Oh with Bohemian Rhapsody","Sorry, Iâ€™m not sure about that."
Ay-Oh with Bohemian Rhapsody,help,"For Help, please visit the help pages on the Amazon web site."
Ay-Oh with Bohemian Rhapsody,stop,
Ay-Oh with Bohemian Rhapsody,quit,
Ay-Oh with Bohemian Rhapsody,"Alexa, open Ay-Oh with Bohemian Rhapsody","Hmm, I'm not sure."
Ay-Oh with Bohemian Rhapsody,help,"For Help, please visit the help pages on the Amazon web site."
Ay-Oh with Bohemian Rhapsody,stop,
Ay-Oh with Bohemian Rhapsody,quit,
Syfy,"Alexa, open Syfy","Welcome to Sy Fi. I can give you, whats playing on Sy Fi now, whats playing later tonight, and list Sy Fi shows. How can I help you?"
Syfy,help,"The Sy Fi skill can give you recaps and schedules of Sy Fi shows. You can say things like, 'The Magicians, or any other show name for more info ''what is The Expanse,''what happened on the latest 12 Monkeys,' 'when is the next episode of The Magicians,' 'what happens on the next Face Off,' and, 'list shows.'' How can I help you?"
