name,question,response
Zen Sounds: Japanese Garden Sounds,stop,
Zen Sounds: Japanese Garden Sounds,quit,
WebMD,"Alexa, open WebMD","Welcome to WebMD. I can tell you about health conditions, drugs, or even side effects. What would you like to know?"
WebMD,help,"You can ask about different conditions, drugs, or side effects. Try asking things like ""What is diabetes?"" or ""What are the side effects of ibuprofen?"" You can also say, stop, if you're done. What would you like to know?"
WebMD,stop,Thank you for using WebMD. Goodbye.
WebMD,quit,
Air Quality Report,"Alexa, open Air Quality Report",Welcome to Air Quality Ask me for a forecast by saying: get me the forecast for 07753
Air Quality Report,help,The Air Quality skill provides air quality forecasts for US zip codesThe reports are provided by the United States Environmental Protection AgencyYou can request a forecast by saying get me the forecast for 07753
Air Quality Report,stop,Good bye!
Air Quality Report,quit,
Thunderstorm Sounds - Nature Ambient 9 sound pack,"Alexa, open Thunderstorm Sounds - Nature Ambient 9 sound pack","For ambient noise, try the Music and Audio category of the skill store in the Alexa app."
Thunderstorm Sounds - Nature Ambient 9 sound pack,help,"For Help, please visit the help pages on the Amazon web site."
Thunderstorm Sounds - Nature Ambient 9 sound pack,stop,
Thunderstorm Sounds - Nature Ambient 9 sound pack,quit,
5-Minute Plank Workout,"Alexa, open 5-Minute Plank Workout",<Short audio>
5-Minute Plank Workout,help,"Seven Minute Workout provides the coaching and timing necessary to elevate heart rate and improve mood in just seven minutes a day. You'll get the most out of this experience by pushing yourself while maintaining form and balance. If you'd like to change your settings, just say change settings. Ready to start your workout?"
5-Minute Plank Workout,stop,Goodbye!
5-Minute Plank Workout,quit,
Best Rain Sounds - nature ambient 9 sound pack,"Alexa, open Best Rain Sounds - nature ambient 9 sound pack","For ambient noise, try the Music and Audio category of the skill store in the Alexa app."
Best Rain Sounds - nature ambient 9 sound pack,help,"For Help, please visit the help pages on the Amazon web site."
Best Rain Sounds - nature ambient 9 sound pack,stop,
Best Rain Sounds - nature ambient 9 sound pack,quit,
Five Minute Workout: Core and Cardio,"Alexa, open Five Minute Workout: Core and Cardio",
Five Minute Workout: Core and Cardio,help,"For Help, please visit the help pages on the Amazon web site."
Five Minute Workout: Core and Cardio,stop,
Five Minute Workout: Core and Cardio,quit,
Guided Meditation: Meditation of the Day for Calm,"Alexa, open Guided Meditation: Meditation of the Day for Calm","Welcome to Guided Meditation by ""Stop, Breathe and Think"". Check in with me on a daily basis to listen to the meditation of the day.Today's meditation is 'First Date'. Say, ""play meditation"", to begin."
Guided Meditation: Meditation of the Day for Calm,help,"Each day, Guided Meditation offers a new meditation of the day. To begin the meditation of the day, say ""play meditation"""
Guided Meditation: Meditation of the Day for Calm,stop,Good bye!
Guided Meditation: Meditation of the Day for Calm,quit,
Brain Workout,"Alexa, open Brain Workout",Here's your fact : Babies have big heads to hold rapidly growing brains. A 2-year-old’s brain is 80% of adult size.: Would you like to hear another fact?
Brain Workout,help,"You can say tell me a brain fact, or, you can say Cancel or Stop. If you want to keep hearing facts, you could say yes... What can I help you with?"
Brain Workout,stop,Okei Dokie!
Brain Workout,quit,
Headspace: Guided Meditation for Everybody,"Alexa, open Headspace: Guided Meditation for Everybody","Welcome back to Guided Meditation by ""Stop, Breathe and Think"".Today's meditation is 'First Date'. Say, ""play meditation"", to begin."
Headspace: Guided Meditation for Everybody,help,"Each day, Guided Meditation offers a new meditation of the day. To begin the meditation of the day, say ""play meditation"""
Headspace: Guided Meditation for Everybody,stop,Good bye!
Headspace: Guided Meditation for Everybody,quit,
Thrive Global,"Alexa, open Thrive Global","Welcome to Thrive. To prepare your mind and body for sleep. First, turn off your devices and gently escort them outside your bedroom. Are your devices put away?"
Thrive Global,help,Please answer with yes or no. Are your devices put away?
Thrive Global,stop,Thanks for using Thrive. Goodbye.
Thrive Global,quit,
Track by Nutritionix,"Alexa, open Track by Nutritionix"
Track by Nutritionix,help,"To log foods to Track, please list the foods you have eaten. For example, you can say, log a glass of milk. For nutritional information on any food, please specify the nutrient followed by the item. For example, you can say, how much protein is in an egg. To get your daily caloric report, you can say, what is my calorie report. How can I help you?"
Track by Nutritionix,stop,Thanks for using Nutritionix. Good bye
Track by Nutritionix,quit,
"Stop, Breathe & Think","Alexa, open Stop, Breathe & Think","Welcome back! Say, ""play meditation"", to begin today's meditation of the day, Visualize a Safe Place."
"Stop, Breathe & Think",help,"You are listening to Guided Meditation by Stop, Breathe and Think. You can say, play meditation, to begin the meditation of the day."
"Stop, Breathe & Think",stop,
"Stop, Breathe & Think",quit,
BioRhythm,"Alexa, open BioRhythm","Hmm, I'm not sure."
BioRhythm,help,"For Help, please visit the help pages on the Amazon web site."
BioRhythm,stop,
BioRhythm,quit,
hypno therapist,"Alexa, open hypno therapist","Hello. Its great to have you back. To access the therapies, say List. Or say Help for a menu of other commands. What do you want to do?"
hypno therapist,help,Barry has provided hypno therapies that you can experience in your home. You can buy subscription to get access to a full list of 70+ therapies. Or you can buy a bundle of 10 hypno therapy sessions from this full list. Here are some things you can say: - therapy - choose - list all - select - search - buy subscription - buy bundle - play. What do you want to do?
hypno therapist,stop,I hope you enjoyed your hypnotherapy session and look forward to helping you again.
hypno therapist,quit,
"Meditation Timer: Relax, Focus & Sleep","Alexa, open Meditation Timer: Relax, Focus & Sleep"
"Meditation Timer: Relax, Focus & Sleep",help,"You can say any duration you like to begin. As an example, you could say ""15 minutes"". You can also say the name of the specific sound or meditation that you want."
"Meditation Timer: Relax, Focus & Sleep",stop,Good bye!
"Meditation Timer: Relax, Focus & Sleep",quit,
My Better Nutrition,"Alexa, open My Better Nutrition","Hmm, I don't know that one."
My Better Nutrition,help,"For Help, please visit the help pages on the Amazon web site."
My Better Nutrition,stop,
My Better Nutrition,quit,
Essential Oil Benefits,"Alexa, open Essential Oil Benefits","Hmm. Maybe the skill, Essential Oil Benefits, can help. Do you want to try it?"
Essential Oil Benefits,help,"For Help, please visit the help pages on the Amazon web site."
Essential Oil Benefits,stop,
Essential Oil Benefits,quit,
My Workouts,"Alexa, open My Workouts",My Workouts makes getting in shape easier than ever. Let’s get you setup. What is your name?
My Workouts,help,"Please tell me your name by saying: My name is, and then your name."
My Workouts,stop,Goodbye
My Workouts,quit,
Random Workout,"Alexa, open Random Workout"
Random Workout,help,"Please tell me your name by saying: My name is, and then your name."
Random Workout,stop,Goodbye
Random Workout,quit,
Meditation Studio,"Alexa, open Meditation Studio","Welcome to Meditation Studio. We’re happy you’re here. We have guided meditations to help you feel great. You can request a meditation by topic, teacher or meditation. Our topics on Alexa are Sleep, Stress, Happiness and Performance. What would you like to play today?"
Meditation Studio,help,"Here are some things you can say Play a meditation by Ashley Turner Play a stress meditation or simply say play a meditation. A meditation can be paused while playing by saying pause and it can be resumed by saying resume. If you would like to start over, you can say restart or start again. You can also say, stop, if you're done. So, how can I help?"
Meditation Studio,stop,Enjoy Your Day!
Meditation Studio,quit,
Best Fireplace Sounds - Ambient sound 6 pack,"Alexa, open Best Fireplace Sounds - Ambient sound 6 pack",I found a few matches for that.
Best Fireplace Sounds - Ambient sound 6 pack,help,"For Help, please visit the help pages on the Amazon web site."
Best Fireplace Sounds - Ambient sound 6 pack,stop,
Best Fireplace Sounds - Ambient sound 6 pack,quit,
Tahitian Wind Chimes,"Alexa, open Tahitian Wind Chimes",
Tahitian Wind Chimes,help,"For Help, please visit the help pages on the Amazon web site."
Tahitian Wind Chimes,stop,
Tahitian Wind Chimes,quit,
PillPopper,"Alexa, open PillPopper","Sorry, I don't know that one."
PillPopper,help,"For Help, please visit the help pages on the Amazon web site."
PillPopper,stop,
PillPopper,quit,
Daily Stretch,"Alexa, open Daily Stretch",Today's stretch is for your tricep . Shall I play it?
Daily Stretch,help,<Short audio>
Daily Stretch,stop,Bye for now. Don't forget to leave daily stretch a 5 star review in the alexa phone app.
Daily Stretch,quit,
What To Expect,"Alexa, open What To Expect","Hello! Welcome to What to Expect. I can give you updates on your pregnancy or your baby. Please tell me your due date or child’ birth date, using the month, day and year."
What To Expect,help,"With what to expect, our goal is to provide you with your pregnancy or your baby's update. , simply say your due date or your child's birth date and get more information about the current phase you or your baby are in. What is the date, please say using month, day and year?"
What To Expect,stop,You’re doing great! See you tomorrow when I’ll have a new update. .
What To Expect,quit,
DexMD - Ask me medical questions!,"Alexa, open DexMD - Ask me medical questions!","Sorry, I don't know that."
DexMD - Ask me medical questions!,help,"For Help, please visit the help pages on the Amazon web site."
DexMD - Ask me medical questions!,stop,
DexMD - Ask me medical questions!,quit,
Bedtime,"Alexa, open Bedtime",What is your name?
Bedtime,help,"To play The Short Bedtime Story, just say a name. What is your name?"
Bedtime,stop,Bye bye.
Bedtime,quit,
Baby Stats,"Alexa, open Baby Stats","Welcome to Baby Stats. You can also track a stat in a single statement without opening the skill. Say, Alexa, ask baby stats to add wet. What stat would you like to track?"
Baby Stats,help,"Try saying, add feeding. If you want more tips, say help. You can also navigate to www.babystats.org and click on help."
Baby Stats,stop,See you later!
Baby Stats,quit,
Therapy,"Alexa, open Therapy","Ok, Here's hypno therapist"
Therapy,help,Barry has provided hypno therapies that you can experience in your home. You can buy subscription to get access to a full list of 70+ therapies. Or you can buy a bundle of 10 hypno therapy sessions from this full list. Here are some things you can say: - therapy - choose - list all - select - search - buy subscription - buy bundle - play. What do you want to do?
Therapy,stop,I hope you enjoyed your hypnotherapy session and look forward to helping you again.
Therapy,quit,
Magic Mirror,"Alexa, open Magic Mirror",<Short audio>
Magic Mirror,help,"Inside the magic door, you can choose your own adventure. I will give you two choices like follow the cobblestones or eat the apple and you can reply back saying follow the cobblestones or eat the apple. You can also start over or ask for help at any time. When you're done, you can say stop or exit. You'll pick up where you left off the next time you say open the magic door. I can now notify you about new adventures. To find out more, say, tell me about notifications. You can find more help on facebook at AlexaMagicDoor. Now let's get back to the story."
Magic Mirror,stop,"Ok, goodbye. For tips and tricks, visit us on Facebook at facebook.com/AlexaMagicDoor."
Magic Mirror,quit,
Awair,"Alexa, open Awair","Hmm, I don't know that one."
Awair,help,"For Help, please visit the help pages on the Amazon web site."
Awair,stop,
Awair,quit,
Focus Word,"Alexa, open Focus Word","The Focus Word is Synchronicity. Synchronicity is the universe's way of telling you you're on the right path. Today, focus on signs of synchronicity."
Focus Word,help,"For Help, please visit the help pages on the Amazon web site."
Focus Word,stop,
Focus Word,quit,
Easy Yoga,"Alexa, open Easy Yoga","Welcome to Easy Yoga by Lifebot. You can ask me to start morning, evening, or energising yoga. Which would you like?"
Easy Yoga,help,"With Easy Yoga by Lifebot you can ask me to start morning, evening, or energising yoga. Which would you like?"
Easy Yoga,stop,Goodbye!
Easy Yoga,quit,
Yoga Studio,"Alexa, open Yoga Studio"
Yoga Studio,help,"To start a yoga session you can for example say 'start yoga for 30 minutes'. Other possible durations are 10 minutes, 20 minutes, or 60 minutes."
Yoga Studio,stop,
Yoga Studio,quit,
Withings Health Mate,"Alexa, open Withings Health Mate","Welcome to Health Mate. With this skill, you can access your activity, weight, and sleep data. It seems your Health Mate account is not yet linked, so please open the Alexa app to enable account linking."
Withings Health Mate,help,"For Help, please visit the help pages on the Amazon web site."
Withings Health Mate,stop,
Withings Health Mate,quit,
My Gym Angel,"Alexa, open My Gym Angel",You have I'm Driving enabled. Do you want to open it?
My Gym Angel,Yes,Thanks for Trying I'm driving. You'll need to complete account linking to start using the skill. I've sent a card to the alexa app to help you get started.
My Gym Angel,help,"For Help, please visit the help pages on the Amazon web site."
My Gym Angel,stop,
My Gym Angel,quit,
Home Remedies,"Alexa, open Home Remedies","Sorry, I’m not sure about that."
Home Remedies,help,"For Help, please visit the help pages on the Amazon web site."
Home Remedies,stop,
Home Remedies,quit,
Sugarmate,"Alexa, open Sugarmate","Sorry, I'm not sure."
Sugarmate,help,"For Help, please visit the help pages on the Amazon web site."
Sugarmate,stop,
Sugarmate,quit,
30 Day Pushup Challenge,"Alexa, open 30 Day Pushup Challenge","Welcome to 30 day pushup challenge. It doesn't look like you have any challenges currently running. Would you like to start a new challenge?. Each challenge lasts 30 days. By taking small incremental steps, you should be able to do 100 consecutive pushups at the end of the month. Say yes to begin a new challenge."
30 Day Pushup Challenge,help,"Welcome to 30 day pushup challenge. It doesn't look like you have any challenges currently running. Would you like to start a new challenge?. Each challenge lasts 30 days. By taking small incremental steps, you should be able to do 100 consecutive pushups at the end of the month. Say yes to begin a new challenge."
30 Day Pushup Challenge,stop,
30 Day Pushup Challenge,quit,
Sleep Right,"Alexa, open Sleep Right","Sorry, I don't know that one."
Sleep Right,help,"For Help, please visit the help pages on the Amazon web site."
Sleep Right,stop,
Sleep Right,quit,
Motiv Ring,"Alexa, open Motiv Ring","Hmm, I'm not sure."
Motiv Ring,help,"For Help, please visit the help pages on the Amazon web site."
Motiv Ring,stop,
Motiv Ring,quit,
My Pregnancy from BabyCenter,"Alexa, open My Pregnancy from BabyCenter","Ok, Here's What To Expect"
My Pregnancy from BabyCenter,help,"With what to expect, our goal is to provide you with your pregnancy or your baby's update. , simply say your due date or your child's birth date and get more information about the current phase you or your baby are in. What is the date, please say using month, day and year?"
My Pregnancy from BabyCenter,stop,You’re doing great! See you tomorrow when I’ll have a new update. .
My Pregnancy from BabyCenter,quit,
Cosy Fireplace,"Alexa, open Cosy Fireplace",
Cosy Fireplace,help,"For Help, please visit the help pages on the Amazon web site."
Cosy Fireplace,stop,
Cosy Fireplace,quit,
Sleeptracker,"Alexa, open Sleeptracker","Sorry, I don't know that."
Sleeptracker,help,"For Help, please visit the help pages on the Amazon web site."
Sleeptracker,stop,
Sleeptracker,quit,
NP Facts,"Alexa, open NP Facts","Welcome to NP Facts. Would you like to hear a NP Fact today? If yes, say ""yes."" If no, say ""no"" or ""stop."" If you want to hear another fact, say, ""another fact."""
NP Facts,help,"""With this skill, you can get a new NP Fact every day. Would you like to hear an NP Fact today? You can say, ""yes,"" ""no,"" or ""stop."""
NP Facts,stop,
NP Facts,quit,
Motivational Quote Skill,"Alexa, open Motivational Quote Skill","When I dare to be powerful, to use my strength in the service of my vision, then it becomes less and less important whether I am afraid."
Motivational Quote Skill,help,"For Help, please visit the help pages on the Amazon web site."
Motivational Quote Skill,stop,
Motivational Quote Skill,quit,
Ambient Audio - Rain Sounds for Relax and Sleep,"Alexa, open Ambient Audio - Rain Sounds for Relax and Sleep","For ambient noise, try the Music and Audio category of the skill store in the Alexa app."
Ambient Audio - Rain Sounds for Relax and Sleep,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Audio - Rain Sounds for Relax and Sleep,stop,
Ambient Audio - Rain Sounds for Relax and Sleep,quit,
MedTime,"Alexa, open MedTime","Sorry, I’m not sure about that."
MedTime,help,"For Help, please visit the help pages on the Amazon web site."
MedTime,stop,
MedTime,quit,
Prayer Helper,"Alexa, open Prayer Helper","Lord, we thank you for our food and our any blessings. Amen."
Prayer Helper,help,"For Help, please visit the help pages on the Amazon web site."
Prayer Helper,stop,
Prayer Helper,quit,
6-Minute Full Body Stretch,"Alexa, open 6-Minute Full Body Stretch",You have Daily Stretch enabled. Do you want to open it?
6-Minute Full Body Stretch,Yes,Today's stretch is for your bicep . Shall I play it?
6-Minute Full Body Stretch,help,<Short audio>
6-Minute Full Body Stretch,stop,Thanks for stretching with me today. Don't forget to leave daily stretch a 5 star review in the alexa phone app. See ya!
6-Minute Full Body Stretch,quit,
Breathing 4 7 8 Practice,"Alexa, open Breathing 4 7 8 Practice","Sorry, I don't know that."
Breathing 4 7 8 Practice,help,"For Help, please visit the help pages on the Amazon web site."
Breathing 4 7 8 Practice,stop,
Breathing 4 7 8 Practice,quit,
Forest Sounds,"Alexa, open Forest Sounds"
Forest Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Forest Sounds,stop,
Forest Sounds,quit,
Hatch Baby,"Alexa, open Hatch Baby","I'm ready with Hatch Baby. Do you want to talk about feedings, sleeps, or diapers?"
Hatch Baby,help,"The Hatch Baby Alexa skill can help you access your Hatch Baby account without using your phone. This skill can provide information about today's feedings, sleeps, and diapers, as well as allow you to log a new feeding, sleep, or diaper. Do you want to talk about feedings, sleeps, or diapers?"
Hatch Baby,stop,"Thank you, None, for using Hatch Baby. Try to get some sleep."
Hatch Baby,quit,
Baymax,"Alexa, open Baymax","Hi, I'm Baymax! I may be a bot on Amazon's cloud, but I'm here for you Would you like to share with me?"
Baymax,help,"Hi, I'm Baymax! I may be a bot on Amazon's cloud, but I'm here for you Would you like to share with me?"
Baymax,stop,"That's alright, but remember I am here if you need me. Here is a quote to make you feel better Only those who will risk going too far can possibly find out how far one can go Good bye"
Baymax,quit,
HiFit: Home Workouts,"Alexa, open HiFit: Home Workouts",You have My Workouts enabled. Do you want to open it?
HiFit: Home Workouts,Yes,<Short audio>
HiFit: Home Workouts,help,"Please tell me your name by saying: My name is, and then your name."
HiFit: Home Workouts,stop,Goodbye
HiFit: Home Workouts,quit,
First Aid Advice,"Alexa, open First Aid Advice","Welcome to First Aid Advice. You can ask a question like, how do you treat a bee sting? ... Now, what can I help you with?"
First Aid Advice,help,"You can ask questions such as, how do you treat a cut, or, you can say exit...Now, what can I help you with?"
First Aid Advice,stop,Goodbye!
First Aid Advice,quit,
ASMR First,"Alexa, open ASMR First","Sorry, I don't know that."
ASMR First,help,"For Help, please visit the help pages on the Amazon web site."
ASMR First,stop,
ASMR First,quit,
Wellow (by WW),"Alexa, open Wellow (by WW)","Sorry, I’m not sure about that."
Wellow (by WW),help,"For Help, please visit the help pages on the Amazon web site."
Wellow (by WW),stop,
Wellow (by WW),quit,
myNursebot,"Alexa, open myNursebot","Hmm, I'm not sure."
myNursebot,help,"For Help, please visit the help pages on the Amazon web site."
myNursebot,stop,
myNursebot,quit,
Help Me Sleep: The 15 Minute Insomnia Cure,"Alexa, open Help Me Sleep: The 15 Minute Insomnia Cure","Sorry, I'm not sure."
Help Me Sleep: The 15 Minute Insomnia Cure,help,"For Help, please visit the help pages on the Amazon web site."
Help Me Sleep: The 15 Minute Insomnia Cure,stop,
Help Me Sleep: The 15 Minute Insomnia Cure,quit,
Healing Spa,"Alexa, open Healing Spa",<Audio only response>
Healing Spa,help,"For Help, please visit the help pages on the Amazon web site."
Healing Spa,stop,
Healing Spa,quit,
Dr. A.I. by HealthTap,"Alexa, open Dr. A.I. by HealthTap",<Audio only response>
Dr. A.I. by HealthTap,help,"For Help, please visit the help pages on the Amazon web site."
Dr. A.I. by HealthTap,stop,
Dr. A.I. by HealthTap,quit,
TK Talks - Daily affirmation and motivation!,"Alexa, open TK Talks - Daily affirmation and motivation!","I’ve added TK Talks - Daily affirmation and motivation! to your Flash Briefing; to hear it, just say, “What’s my Flash Briefing.” To manage your content, go to the Alexa App, tap on Settings, then select Flash Briefing."
TK Talks - Daily affirmation and motivation!,help,"For Help, please visit the help pages on the Amazon web site."
TK Talks - Daily affirmation and motivation!,stop,
TK Talks - Daily affirmation and motivation!,quit,
ASICS Studio,"Alexa, open ASICS Studio",You have Yoga Studio enabled. Do you want to open it?
ASICS Studio,Yes,"Welcome to the Yoga Studio. You can say start yoga for 10 minutes, start for 30 minutes, etc and I will try to find a session close to that length."
ASICS Studio,help,"To start a yoga session you can for example say 'start yoga for 30 minutes'. Other possible durations are 10 minutes, 20 minutes, or 60 minutes."
ASICS Studio,stop,
ASICS Studio,quit,
Doctor Steve's Fun Facts,"Alexa, open Doctor Steve's Fun Facts","Welcome to Doctor Steve's Fun Facts. You can get a random fact by saying, tell me a fun fact. You can exit by saying cancel or stop."
Doctor Steve's Fun Facts,help,"This skill tells you a random fact from Doctor Steve. Here are some things you can say: Tell me a fun fact. Or, Give me a fun fact. When you are finished getting facts, you can say stop to exit. So how can I help?"
Doctor Steve's Fun Facts,stop,Goodbye!
Doctor Steve's Fun Facts,quit,
Daily Yoga,"Alexa, open Daily Yoga","Welcome to Easy Yoga by Lifebot. You can ask me to start morning, evening, or energising yoga. Which would you like?"
Daily Yoga,help,"With Easy Yoga by Lifebot you can ask me to start morning, evening, or energising yoga. Which would you like?"
Daily Yoga,stop,Goodbye!
Daily Yoga,quit,
My Day,"Alexa, open My Day","Sorry, I don't know that one."
My Day,help,"For Help, please visit the help pages on the Amazon web site."
My Day,stop,
My Day,quit,
"Sleeping Sounds: Relax, Study or Meditate","Alexa, open Sleeping Sounds: Relax, Study or Meditate"
"Sleeping Sounds: Relax, Study or Meditate",help,"Welcome to the Sleeping Sounds. You can say, play the audio, to begin the relaxing list of relaxing sounds."
"Sleeping Sounds: Relax, Study or Meditate",stop,
"Sleeping Sounds: Relax, Study or Meditate",quit,
Make Me Smile,"Alexa, open Make Me Smile","Welcome back to Make Me Smart. You've heard our latest topic, but here's Molly Wood explaining Deep Fakes."
Make Me Smile,help,"You can say next or replay, hear what's new, or submit your idea for an explainer. What would you like to do?"
Make Me Smile,stop,
Make Me Smile,quit,
Mindfulness : One minute meditation,"Alexa, open Mindfulness : One minute meditation","Welcome to Mindfulness.A minute is all it takes to bring ourselves back to our natural state of inner peace and well-being. You can select any specific meditation from our carefully handpicked meditative tracks.or you can say, ""Random"" , and let Alexa select a track for you. Here is a list of tracks.bird chirping, wind chimes, flowing water, rain, magic forest, ocean waves, rainforest, relaxation, zen stones.Which meditation would you like ?"
Mindfulness : One minute meditation,help,You have to try it to believe it - just one moment of meditation can make a big difference. Feeling frazzled? Nature can support us in settling down. Do you want to give it a try ?
Mindfulness : One minute meditation,stop,Peace be upon you. Good day.
Mindfulness : One minute meditation,quit,
My Morning Affirmations,"Alexa, open My Morning Affirmations","Welcome to My Morning Affirmations! Created with love by Victor Rosel. All it takes is three minutes. Say ""Yes"" to start playing the affirmations."
My Morning Affirmations,help,"With this skill, you will be able to start your day on a positive note, by repeating powerful morning affirmations. Do you want to begin the affirmation? You can say ""Yes,"" ""No"" or ""Stop."""
My Morning Affirmations,stop,"Come back tomorrow for the powerful morning affirmations.. Just say, ""Alexa, open my morning affirmations."" to open the skill again."
My Morning Affirmations,quit,
Breathe Therapy,"Alexa, open Breathe Therapy","Welcome to Breathe TherapyBreathe in slowly through your nose for 4 counts allow your chest and lower belly to raise , let your abdomen expand fully as you breathe inbreathe out gradually through your nose for 6 countsThis will be repeated 5 timesYou can do this at a pace that is convenient for you, It need not be restricted to 4 and 6 count, You can change the count by saying , Start with 3 and 5 for 10 , to breathe in for 3 count , breathe out for 5 counts, and repeat 10 times Say , Ready , when you are comfortable to start."
Breathe Therapy,help,"Say , 'Instructions' , to know about the breathing practice, Say ,'Start', to begin the breathing practice"
Breathe Therapy,stop,Good Bye!
Breathe Therapy,quit,
Yoga Nidra,"Alexa, open Yoga Nidra","Ok, Here's The Art of Living"
Yoga Nidra,help,"For Help, please visit the help pages on the Amazon web site."
Yoga Nidra,stop,
Yoga Nidra,quit,
My Boxing Coach,"Alexa, open My Boxing Coach","Sorry, I don't know that one."
My Boxing Coach,help,"For Help, please visit the help pages on the Amazon web site."
My Boxing Coach,stop,
My Boxing Coach,quit,
Today's Health Tip,"Alexa, open Today's Health Tip",<Short audio>
Today's Health Tip,help,<Short audio>
Today's Health Tip,stop,
Today's Health Tip,quit,
Water Log,"Alexa, open Water Log","Sorry, I don't know open water log's definition."
Water Log,help,"For Help, please visit the help pages on the Amazon web site."
Water Log,stop,
Water Log,quit,
My Meditations,"Alexa, open My Meditations","Welcome to Meditation Studio. We’re happy you’re here. We have guided meditations to help you feel great. You can request a meditation by topic, teacher or meditation. Our topics on Alexa are Sleep, Stress, Happiness and Performance. What would you like to play today?"
My Meditations,help,"Here are some things you can say Play a meditation by Ashley Turner Play a stress meditation or simply say play a meditation. A meditation can be paused while playing by saying pause and it can be resumed by saying resume. If you would like to start over, you can say restart or start again. You can also say, stop, if you're done. So, how can I help?"
My Meditations,stop,Enjoy Your Day!
My Meditations,quit,
Weight loss tips,"Alexa, open Weight loss tips","Finally, lose weight! You can do this. And now following, the first weight loss tip:Instead of eating snacks, chocolate and gummi bears to waste time waiting for the next meal at work, take two apples and a banana for in-between. Eat it.How about a new tip for you?"
Weight loss tips,help,"I can help you with my tips for losing weight. Say, for example, ""How can I lose weight?"", or ""Give me a weight loss tip""! I'll then give you a weight loss tip!"
Weight loss tips,stop,Come back if you need more tips!
Weight loss tips,quit,
5 Minute Ab Workout,"Alexa, open 5 Minute Ab Workout",<Short audio>
5 Minute Ab Workout,help,"Seven Minute Workout provides the coaching and timing necessary to elevate heart rate and improve mood in just seven minutes a day. You'll get the most out of this experience by pushing yourself while maintaining form and balance. If you'd like to change your settings, just say change settings. Ready to start your workout?"
5 Minute Ab Workout,stop,So long!
5 Minute Ab Workout,quit,
Virgin Pulse,"Alexa, open Virgin Pulse",Please use the Alexa app to link your Amazon account with your virgin pulse account.
Virgin Pulse,help,"For Help, please visit the help pages on the Amazon web site."
Virgin Pulse,stop,
Virgin Pulse,quit,
Toothbrush Timer,"Alexa, open Toothbrush Timer",Timers are not currently supported on this device.
Toothbrush Timer,help,"For Help, please visit the help pages on the Amazon web site."
Toothbrush Timer,stop,
Toothbrush Timer,quit,
"White Noise for Sleep, Relaxation, and Focus","Alexa, open White Noise for Sleep, Relaxation, and Focus","Hmm. Maybe the skill, Healing Sounds, can help. Do you want to try it?"
"White Noise for Sleep, Relaxation, and Focus",help,"For Help, please visit the help pages on the Amazon web site."
"White Noise for Sleep, Relaxation, and Focus",stop,
"White Noise for Sleep, Relaxation, and Focus",quit,
Tea House Meditations,"Alexa, open Tea House Meditations","Welcome back to Guided Meditation by ""Stop, Breathe and Think"".Today's meditation is 'First Date'. Say, ""play meditation"", to begin."
Tea House Meditations,help,"Each day, Guided Meditation offers a new meditation of the day. To begin the meditation of the day, say ""play meditation"""
Tea House Meditations,stop,Good bye!
