name,question,response
Ambient Sounds: Rain on a Tin Roof,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Rain on a Tin Roof,stop,
Ambient Sounds: Rain on a Tin Roof,quit,
Sleep Sounds: Brown Noise,"Alexa, open Sleep Sounds: Brown Noise",
Sleep Sounds: Brown Noise,help,"For Help, please visit the help pages on the Amazon web site."
Sleep Sounds: Brown Noise,stop,
Sleep Sounds: Brown Noise,quit,
Pandora,"Alexa, open Pandora",The Pandora skill is not enabled. Go to the Alexa App to enable it and link your account.SkillNotEnabledPromptMusic.Skillsen_USdefaultc4c659df-e9d7-4f81-8ca8-5b4e29ac9c041Adm-20190214_185706-1
Pandora,help,"For Help, please visit the help pages on the Amazon web site."
Pandora,stop,
Pandora,quit,
Zen Sounds,"Alexa, open Zen Sounds",Want some new meditation music? just ask alexa to open healing sounds.
Zen Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Zen Sounds,stop,
Zen Sounds,quit,
Connect Control for Spotify,"Alexa, open Connect Control for Spotify",I couldn’t find any enabled video skills. Go to the Alexa app to find and enable Video Skills and Devices.
Connect Control for Spotify,help,"For Help, please visit the help pages on the Amazon web site."
Connect Control for Spotify,stop,
Connect Control for Spotify,quit,
Ambient Sounds: Forest Night,"Alexa, open Ambient Sounds: Forest Night"
Ambient Sounds: Forest Night,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Forest Night,stop,
Ambient Sounds: Forest Night,quit,
Ambient Sounds: Heavy Rain Sounds,"Alexa, open Ambient Sounds: Heavy Rain Sounds"
Ambient Sounds: Heavy Rain Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Heavy Rain Sounds,stop,
Ambient Sounds: Heavy Rain Sounds,quit,
Ambient Sounds: Brown Noise,"Alexa, open Ambient Sounds: Brown Noise",<Short audio>
Ambient Sounds: Brown Noise,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Brown Noise,stop,
Ambient Sounds: Brown Noise,quit,
Sleep Sounds: City Rain,"Alexa, open Sleep Sounds: City Rain"
Sleep Sounds: City Rain,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: City Rain,stop,
Sleep Sounds: City Rain,quit,
Ambient Sounds: Fan Sounds,"Alexa, open Ambient Sounds: Fan Sounds"
Ambient Sounds: Fan Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Fan Sounds,stop,
Ambient Sounds: Fan Sounds,quit,
Ambient Sounds: Cricket Sounds,"Alexa, open Ambient Sounds: Cricket Sounds"
Ambient Sounds: Cricket Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Cricket Sounds,stop,
Ambient Sounds: Cricket Sounds,quit,
Ambient Noise,"Alexa, open Ambient Noise",Playing river sound!
Ambient Noise,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Noise,stop,
Ambient Noise,quit,
Sleep Sounds: Wind Chimes,"Alexa, open Sleep Sounds: Wind Chimes",
Sleep Sounds: Wind Chimes,help,"For Help, please visit the help pages on the Amazon web site."
Sleep Sounds: Wind Chimes,stop,
Sleep Sounds: Wind Chimes,quit,
Sleep Sounds: Native American Flute,"Alexa, open Sleep Sounds: Native American Flute","Welcome back! To learn how you can get over 75 additional sounds, higher quality sounds, the ability to combine sounds, say Membership. What would you like to do?"
Sleep Sounds: Native American Flute,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Native American Flute,stop,
Sleep Sounds: Native American Flute,quit,
Sleep Sounds: Rainforest Sounds,"Alexa, open Sleep Sounds: Rainforest Sounds",Welcome back! What can I do for you?
Sleep Sounds: Rainforest Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Rainforest Sounds,stop,
Sleep Sounds: Rainforest Sounds,quit,
Sleep Sounds: Eternity Sounds,"Alexa, open Sleep Sounds: Eternity Sounds",Welcome back! What can I do for you?
Sleep Sounds: Eternity Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Eternity Sounds,stop,
Sleep Sounds: Eternity Sounds,quit,
Sleep Sounds: Tibetan Bowls,"Alexa, open Sleep Sounds: Tibetan Bowls",Welcome back! What can I do for you?
Sleep Sounds: Tibetan Bowls,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Tibetan Bowls,stop,
Sleep Sounds: Tibetan Bowls,quit,
Ambient Sounds: Train Sounds,"Alexa, open Ambient Sounds: Train Sounds",<Short audio>
Ambient Sounds: Train Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Train Sounds,stop,
Ambient Sounds: Train Sounds,quit,
Zen Sounds: Thunder Sounds,"Alexa, open Zen Sounds: Thunder Sounds",<Short audio>
Zen Sounds: Thunder Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Zen Sounds: Thunder Sounds,stop,
Zen Sounds: Thunder Sounds,quit,
Relaxing Sounds: Healing Music,"Alexa, open Relaxing Sounds: Healing Music","It looks like you are really enjoying Om Mantra. Want us to add more sounds and keep it free? Please show your support by leaving us a 5-star review using alexa app on your smartphone. Don't worry I will remind you about this only two more times. Thanks. See you soon! Playing, Om Mantra"
Relaxing Sounds: Healing Music,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Healing Music,stop,
Relaxing Sounds: Healing Music,quit,
Ambient Sounds: Space Deck,"Alexa, open Ambient Sounds: Space Deck"
Ambient Sounds: Space Deck,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Space Deck,stop,
Ambient Sounds: Space Deck,quit,
Relaxing Sounds: Relaxing Jazz,"Alexa, open Relaxing Sounds: Relaxing Jazz",I couldn't find any relaxing sounds relaxing jazz songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1
Relaxing Sounds: Relaxing Jazz,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Relaxing Jazz,stop,
Relaxing Sounds: Relaxing Jazz,quit,
Relaxing Sounds: Japanese Flute,"Alexa, open Relaxing Sounds: Japanese Flute",You were listening to fire Would you like to resume?
Relaxing Sounds: Japanese Flute,help,You were listening to fire Would you like to resume?
Relaxing Sounds: Japanese Flute,stop,Good bye.
Relaxing Sounds: Japanese Flute,quit,
Plex,"Alexa, open Plex","Welcome to the Plex Alexa skill! In order to begin using this Skill, you will need to link your Plex account. Check your Alexa app for more information! When this step is complete, you can continue setup by saying ""change my server"", or ""change my player""."
Plex,help,"For Help, please visit the help pages on the Amazon web site."
Plex,stop,
Plex,quit,
Ambient Sounds: Pink Noise,"Alexa, open Ambient Sounds: Pink Noise"
Ambient Sounds: Pink Noise,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Pink Noise,stop,
Ambient Sounds: Pink Noise,quit,
Ambient Sounds: Rain on a Tent,"Alexa, open Ambient Sounds: Rain on a Tent",You have Ambient Sounds: Rain Sounds enabled. Do you want to open it?
Ambient Sounds: Rain on a Tent,Yes,<Short audio>
Ambient Sounds: Rain on a Tent,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Rain on a Tent,stop,
Ambient Sounds: Rain on a Tent,quit,
Sleep Sounds: Gregorian Monks,"Alexa, open Sleep Sounds: Gregorian Monks",Welcome back! What can I do for you?
Sleep Sounds: Gregorian Monks,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Gregorian Monks,stop,
Sleep Sounds: Gregorian Monks,quit,
Zen Sounds: Beach Sounds,"Alexa, open Zen Sounds: Beach Sounds",
Zen Sounds: Beach Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Zen Sounds: Beach Sounds,stop,
Zen Sounds: Beach Sounds,quit,
Sleep Sounds: Country Night,"Alexa, open Sleep Sounds: Country Night",Welcome back! What can I do for you?
Sleep Sounds: Country Night,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Country Night,stop,
Sleep Sounds: Country Night,quit,
Relaxing Sounds: Gregorian Chants,"Alexa, open Relaxing Sounds: Gregorian Chants",I couldn't find any relaxing sounds gregorian chants songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1
Relaxing Sounds: Gregorian Chants,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Gregorian Chants,stop,
Relaxing Sounds: Gregorian Chants,quit,
Sleep Sounds: Relaxing Piano,"Alexa, open Sleep Sounds: Relaxing Piano",
Sleep Sounds: Relaxing Piano,help,"For Help, please visit the help pages on the Amazon web site."
Sleep Sounds: Relaxing Piano,stop,
Sleep Sounds: Relaxing Piano,quit,
Ambient Sounds: White Noise,"Alexa, open Ambient Sounds: White Noise"
Ambient Sounds: White Noise,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: White Noise,stop,
Ambient Sounds: White Noise,quit,
Sleep Sounds: Seaside Sounds,"Alexa, open Sleep Sounds: Seaside Sounds",Welcome back! What can I do for you?
Sleep Sounds: Seaside Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Seaside Sounds,stop,
Sleep Sounds: Seaside Sounds,quit,
Relaxing Sounds: Music Of Peace,"Alexa, open Relaxing Sounds: Music Of Peace","Popular songs in peace are available only in Amazon Music Unlimited. To sign up, just say, try Amazon Music Unlimited."
Relaxing Sounds: Music Of Peace,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Music Of Peace,stop,
Relaxing Sounds: Music Of Peace,quit,
Sleep Sounds: Waterfall Sounds,"Alexa, open Sleep Sounds: Waterfall Sounds",Welcome back! It looks like you are really enjoying Sleep Sounds. Want to help us keep these sounds free? All it takes is a 5-star review. Open the Alexa app on your phone and go to the Your Skills section. Select Sleep and Relaxation Sounds by Voice Apps and then tap “write a review”. Thanks for your support!
Sleep Sounds: Waterfall Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Waterfall Sounds,stop,
Sleep Sounds: Waterfall Sounds,quit,
Relaxing Sounds: Magical Campfire,"Alexa, open Relaxing Sounds: Magical Campfire","Hope you are enjoying Om Mantra. Try our new skill, Fact or Fib. It's a brain teasing trivia quiz game for family. Say, Alexa, Open Fact or Fib, when you are ready. Playing, Om Mantra"
Relaxing Sounds: Magical Campfire,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Magical Campfire,stop,
Relaxing Sounds: Magical Campfire,quit,
Sleep Sounds: Pink Noise,"Alexa, open Sleep Sounds: Pink Noise"
Sleep Sounds: Pink Noise,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Pink Noise,stop,
Sleep Sounds: Pink Noise,quit,
Radio.com,"Alexa, open Radio.com",<Audio only response>
Radio.com,help,"For Help, please visit the help pages on the Amazon web site."
Radio.com,stop,
Radio.com,quit,
Ambient Sounds: Wind Chimes,"Alexa, open Ambient Sounds: Wind Chimes",<Short audio>
Ambient Sounds: Wind Chimes,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Wind Chimes,stop,
Ambient Sounds: Wind Chimes,quit,
Ambient Sounds: Oscillating Fan Sounds,"Alexa, open Ambient Sounds: Oscillating Fan Sounds",<Short audio>
Ambient Sounds: Oscillating Fan Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Oscillating Fan Sounds,stop,
Ambient Sounds: Oscillating Fan Sounds,quit,
Ambient Sounds: Bird Sounds,"Alexa, open Ambient Sounds: Bird Sounds",<Short audio>
Ambient Sounds: Bird Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Bird Sounds,stop,
Ambient Sounds: Bird Sounds,quit,
Sleep Sounds: Mountain Lake,"Alexa, open Sleep Sounds: Mountain Lake",Welcome back! What can I do for you?
Sleep Sounds: Mountain Lake,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Mountain Lake,stop,
Sleep Sounds: Mountain Lake,quit,
Stitcher,"Alexa, open Stitcher",Stitcher contains mature content that may not be suitable for all ages
Stitcher,help,"For Help, please visit the help pages on the Amazon web site."
Stitcher,stop,
Stitcher,quit,
Spooky Halloween Sounds,"Alexa, open Spooky Halloween Sounds",OK. When shall I start? You can say start in ten seconds.
Spooky Halloween Sounds,help,"Scare your friends with spooky scream sounds! These realistic screams will be sure to send a shiver down anyone's spine. Spooky Scream can be start in any number of seconds. For example to start spooky scream in five seconds, just ask by saying start spooky scream in five seconds."
Spooky Halloween Sounds,stop,Goodbye
Spooky Halloween Sounds,quit,
Ambient Sounds: City Sounds,"Alexa, open Ambient Sounds: City Sounds"
Ambient Sounds: City Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: City Sounds,stop,
Ambient Sounds: City Sounds,quit,
AnyPod,"Alexa, open AnyPod",AnyPod: At your service. Would you like to resume playing The West Wing Weekly?
AnyPod,help,"Ask me to play a podcast. For example, you can say: ""play The Doctor Laura Program""."
AnyPod,stop,
AnyPod,quit,
Ambient Sounds: Cat Sounds,"Alexa, open Ambient Sounds: Cat Sounds",<Short audio>
Ambient Sounds: Cat Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Cat Sounds,stop,
Ambient Sounds: Cat Sounds,quit,
Relaxing Sounds: Indian Flute,"Alexa, open Relaxing Sounds: Indian Flute","Welcome to Om Mantra. Playing, Om Mantra"
Relaxing Sounds: Indian Flute,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Indian Flute,stop,
Relaxing Sounds: Indian Flute,quit,
Sleep Sounds: Cricket Sounds,"Alexa, open Sleep Sounds: Cricket Sounds",Welcome back! What can I do for you?
Sleep Sounds: Cricket Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Cricket Sounds,stop,
Sleep Sounds: Cricket Sounds,quit,
Sleep Sounds: Blizzard Sounds,"Alexa, open Sleep Sounds: Blizzard Sounds",Welcome back! What can I do for you?
Sleep Sounds: Blizzard Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Blizzard Sounds,stop,
Sleep Sounds: Blizzard Sounds,quit,
Sleep Sounds: Babbling Brook,"Alexa, open Sleep Sounds: Babbling Brook",Welcome back! What can I do for you?
Sleep Sounds: Babbling Brook,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Babbling Brook,stop,
Sleep Sounds: Babbling Brook,quit,
Relaxing Sounds: Relaxing Buddha,"Alexa, open Relaxing Sounds: Relaxing Buddha",You have Relaxing Cat purring Sounds enabled. Do you want to open it?
Relaxing Sounds: Relaxing Buddha,Yes,Would You Like To hear some relaxing cat purring? just say yes to start
Relaxing Sounds: Relaxing Buddha,help,"With this skill, you can listen to Healing cat purring sounds every day. If you would like to hear the relaxing sounds just say yes, if not say no"
Relaxing Sounds: Relaxing Buddha,stop,"Come back tomorrow to play this peaceful sound again. Just say, ""Alexa, open relaxing cat purring sounds"" to open the skill again."
Relaxing Sounds: Relaxing Buddha,quit,
Sleep Sounds: Forest Bird Sounds,"Alexa, open Sleep Sounds: Forest Bird Sounds",Welcome back! What can I do for you?
Sleep Sounds: Forest Bird Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Forest Bird Sounds,stop,
Sleep Sounds: Forest Bird Sounds,quit,
Ambient Sounds: Airplane Sounds,"Alexa, open Ambient Sounds: Airplane Sounds"
Ambient Sounds: Airplane Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Airplane Sounds,stop,
Ambient Sounds: Airplane Sounds,quit,
Fish Tank Screensaver,"Alexa, open Fish Tank Screensaver","Sorry, your device isn't supported right now. Please try again soon."
Fish Tank Screensaver,help,"For Help, please visit the help pages on the Amazon web site."
Fish Tank Screensaver,stop,
Fish Tank Screensaver,quit,
Ambient Sounds: Windy Leaves,"Alexa, open Ambient Sounds: Windy Leaves"
Ambient Sounds: Windy Leaves,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Windy Leaves,stop,
Ambient Sounds: Windy Leaves,quit,
Doctor Who - Tardis Sound FX,"Alexa, open Doctor Who - Tardis Sound FX",You have Stock Prices by Opening Bell enabled. Do you want to open it?
Doctor Who - Tardis Sound FX,Yes,What stock price would you like me to look up?
Doctor Who - Tardis Sound FX,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
Doctor Who - Tardis Sound FX,stop,O.K.
Doctor Who - Tardis Sound FX,quit,
Sleep Sounds: Campfire Sounds,"Alexa, open Sleep Sounds: Campfire Sounds","Welcome back! It looks like you are really enjoying Sleep Sounds. Want to help us keep these sounds free? All it takes is a 5-star review. Open the Alexa app on your phone and go to the Your Skills section. Select Sleep and Relaxation Sounds by Voice Apps and then tap “write a review”. Don’t worry, I’ll only remind you about this one more time. Thanks so much for your support!"
Sleep Sounds: Campfire Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Campfire Sounds,stop,
Sleep Sounds: Campfire Sounds,quit,
Sleep Sounds: Coqui Frogs,"Alexa, open Sleep Sounds: Coqui Frogs",<Short audio>
Sleep Sounds: Coqui Frogs,help,"For Help, please visit the help pages on the Amazon web site."
Sleep Sounds: Coqui Frogs,stop,
Sleep Sounds: Coqui Frogs,quit,
Relaxing Sounds: Chinese Music,"Alexa, open Relaxing Sounds: Chinese Music",I couldn't find any relaxing sounds chinese songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1
Relaxing Sounds: Chinese Music,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Chinese Music,stop,
Relaxing Sounds: Chinese Music,quit,
Sleep Sounds: Rain On A Tent,"Alexa, open Sleep Sounds: Rain On A Tent",You have Sleep and Relaxation Sounds enabled. Do you want to open it?
Sleep Sounds: Rain On A Tent,Yes,Welcome back! What can I do for you?
Sleep Sounds: Rain On A Tent,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Rain On A Tent,stop,
Sleep Sounds: Rain On A Tent,quit,
Sleep Sounds: Medieval Sounds,"Alexa, open Sleep Sounds: Medieval Sounds",Welcome back! What can I do for you?
Sleep Sounds: Medieval Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Medieval Sounds,stop,
Sleep Sounds: Medieval Sounds,quit,
Sleep Sounds: Train Ride,"Alexa, open Sleep Sounds: Train Ride",Welcome back! What can I do for you?
Sleep Sounds: Train Ride,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Train Ride,stop,
Sleep Sounds: Train Ride,quit,
Ambient Sounds: Windy Trees,"Alexa, open Ambient Sounds: Windy Trees",<Short audio>
Ambient Sounds: Windy Trees,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Windy Trees,stop,
Ambient Sounds: Windy Trees,quit,
Relaxing Sounds: Feng Shui Music,"Alexa, open Relaxing Sounds: Feng Shui Music","It looks like you are really enjoying Om Mantra. Want us to add more sounds and keep it free? Please show your support by leaving us a 5-star review using alexa app on your smartphone. Don't worry I will remind you about this only one more time. Thanks. See you soon! Playing, Om Mantra"
Relaxing Sounds: Feng Shui Music,help,"For Help, please visit the help pages on the Amazon web site."
Relaxing Sounds: Feng Shui Music,stop,
Relaxing Sounds: Feng Shui Music,quit,
Sleep Sounds: Harp Sounds,"Alexa, open Sleep Sounds: Harp Sounds",Welcome back! What can I do for you?
Sleep Sounds: Harp Sounds,help,"To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds."
Sleep Sounds: Harp Sounds,stop,
Sleep Sounds: Harp Sounds,quit,
Ambient Sounds: Windy Meadow,"Alexa, open Ambient Sounds: Windy Meadow"
Ambient Sounds: Windy Meadow,help,"For Help, please visit the help pages on the Amazon web site."
Ambient Sounds: Windy Meadow,stop,
Ambient Sounds: Windy Meadow,quit,
Ditty,"Alexa, open Ditty","Welcome to Ditty. You say it, I'll sing it. What would you like me to sing?"
Ditty,help,"Ditty will sing anything you say. You can save up to twenty of your dittys and if you link your Twitter account, you can share them too. Try saying things like: Make a new Ditty. Make a slow song. Play my saved dittys. or just say ditty, and then your message. What would you like to do?"
Ditty,stop,Thanks for using ditty.
Ditty,quit,
Nature Sounds,"Alexa, open Nature Sounds",<Short audio>
