name,question,response
Scooby Doo! Mystery Inc. Theater,"Alexa, open Scooby Doo! Mystery Inc. Theater","scooby dooby doo! where r you? welcome to Scooby Doo Mystery Ink TheaterIt's mystery time! Scooby-Doo and the Mystery Ink gang are on their way to visit the famous Mayhew Mansion.Locals say it's haunted, but the gang wants to investigate for themselves!It sounds like a pretty thrilling place.Do you want to follow along?"
Scooby Doo! Mystery Inc. Theater,help,"Let me see if I can help you.Would you like to meet the gang, learn about the Scooby Doo story, or just start the story now?"
Scooby Doo! Mystery Inc. Theater,stop,<Short audio>
Scooby Doo! Mystery Inc. Theater,quit,
Fart Sounds,"Alexa, open Fart Sounds",<Short audio>
Fart Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Fart Sounds,stop,
Fart Sounds,quit,
Alphabet Song,"Alexa, open Alphabet Song",The Alphabet Song is available with Amazon Music Unlimited which lets you play over 50 million songs. It's free for 30 days and then you'll be automatically charged $9.99 a month. Cancel anytime. Terms in the Alexa app. Should I start your free trial and play The Alphabet Song?
Alphabet Song,help,"For Help, please visit the help pages on the Amazon web site."
Alphabet Song,stop,
Alphabet Song,quit,
Pickup LInes,"Alexa, open Pickup LInes",Pickup LInes contains mature content that may not be suitable for all ages
Pickup LInes,help,"For Help, please visit the help pages on the Amazon web site."
Pickup LInes,stop,
Pickup LInes,quit,
I Just Sneezed,"Alexa, open I Just Sneezed",bless you
I Just Sneezed,help,"For Help, please visit the help pages on the Amazon web site."
I Just Sneezed,stop,
I Just Sneezed,quit,
Burp,"Alexa, open Burp","Sorry, I don't know that one."
Burp,help,"For Help, please visit the help pages on the Amazon web site."
Burp,stop,
Burp,quit,
Joke Of The Day,"Alexa, open Joke Of The Day",Today's burger of the day is: The Six Scallion Dollar Man Burger
Joke Of The Day,help,"For Help, please visit the help pages on the Amazon web site."
Joke Of The Day,stop,
Joke Of The Day,quit,
Chewbacca Chat,"Alexa, open Chewbacca Chat",<Short audio>
Chewbacca Chat,help,"Need help? Just say anything and Chewbacca will respond! You could try saying, do you like Darth Vader, and see how Chewie reacts!"
Chewbacca Chat,stop,<Short audio>
Chewbacca Chat,quit,
Joke of the Day Flash Briefing,"Alexa, open Joke of the Day Flash Briefing","Joke of the Day Flash Briefing is in your Flash Briefing; to hear it, just say, What’s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Joke of the Day Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
Joke of the Day Flash Briefing,stop,
Joke of the Day Flash Briefing,quit,
Wonderful Husband,"Alexa, open Wonderful Husband",<Audio only response>
Wonderful Husband,help,"For Help, please visit the help pages on the Amazon web site."
Wonderful Husband,stop,
Wonderful Husband,quit,
Roast Master,"Alexa, open Roast Master","Ok, Here's Roast Master"
Roast Master,help,"For Help, please visit the help pages on the Amazon web site."
Roast Master,stop,
Roast Master,quit,
Yo Mama,"Alexa, open Yo Mama",Yo Mama (Family Friendly) contains mature content that may not be suitable for all ages
Yo Mama,help,"For Help, please visit the help pages on the Amazon web site."
Yo Mama,stop,
Yo Mama,quit,
Laugh Box,"Alexa, open Laugh Box",<Short audio>
Laugh Box,help,"You can get a different laugh by asking for a type by saying something like, 'play me a sinister laugh'. You can also say 'give me a random' laugh. If you say 'more,' you will get another of the same laugh. You can also ask me to define a laugh by asking 'what is a chuckle,' for example."
Laugh Box,stop,Thank you for laughing with me. Goodbye.
Laugh Box,quit,
Sound FX,"Alexa, open Sound FX",
Sound FX,help,"Sound effects can play the following sounds. rimshot, quack, bark, honk, lazer, gun shot, explosion, another explosion, burp, fart, another fart, and game over. Which would you like to hear?"
Sound FX,stop,Goodbye
Sound FX,quit,
Gifts For Someone You Hate,"Alexa, open Gifts For Someone You Hate",You have 1-800-Flowers enabled. Do you want to open it?
Gifts For Someone You Hate,Yes,
Gifts For Someone You Hate,help,"For Help, please visit the help pages on the Amazon web site."
Gifts For Someone You Hate,stop,
Gifts For Someone You Hate,quit,
Profane Parrot,"Alexa, open Profane Parrot","I'm still learning about parrot questions. Try asking ""tell me a parrot fact"" to learn more about them."
Profane Parrot,help,"For Help, please visit the help pages on the Amazon web site."
Profane Parrot,stop,
Profane Parrot,quit,
StoryTime,"Alexa, open StoryTime","Welcome back to Amazon Storytime. You can ask for your favorite set of stories by name, choose what type of story you'd like, or give the magic story wheel a spin. Say, , Bedtime, Animals or spin."
StoryTime,help,"The Amazon Storytime skill plays short stories from the Amazon Storytime and Audible libraries. While you are listening, you can say “restart” to restart, “go back” to go back by ten seconds, or “next” to skip to the next story. At any time, you can switch to a different sets of stories. Just say, “Alexa, open Amazon Storytime”."
StoryTime,stop,
StoryTime,quit,
Story Teller,"Alexa, open Story Teller",What kind of story would you like to hear?
Story Teller,help,"You can say tell me a scary story, or funny story, or, you can say exit... What kind of story would you like to hear?"
Story Teller,stop,Goodbye!
Story Teller,quit,
Star Date Converter,"Alexa, open Star Date Converter","Welcome to Star Date Converter. Please say the Earth date that you would like to convert to a Star Date. or you can say, What is today's Star Date?"
Star Date Converter,help,"Star Date Converter finds the corresponding Star Date for an Earth Date. Just say the Earth date for which you would like to convert or you can say, What is today's Star Date?"
Star Date Converter,stop,"Thanks for using Star Date Converter. Once you've eliminated the impossible, whatever remains, however improbable, must be the truth. Spock"
Star Date Converter,quit,
Dad Jokes,"Alexa, open Dad Jokes",What time did the man go to the dentist? Tooth hurt-y.
Dad Jokes,help,"For Help, please visit the help pages on the Amazon web site."
Dad Jokes,stop,
Dad Jokes,quit,
Happy birthday,"Alexa, open Happy birthday","Sorry, I don't know that one."
Happy birthday,help,"For Help, please visit the help pages on the Amazon web site."
Happy birthday,stop,
Happy birthday,quit,
Woof!,"Alexa, open Woof!","Hmm, I don't know that one."
Woof!,help,"For Help, please visit the help pages on the Amazon web site."
Woof!,stop,
Woof!,quit,
Magic 8-Ball,"Alexa, open Magic 8-Ball","Sorry, I'm not sure."
Magic 8-Ball,help,"For Help, please visit the help pages on the Amazon web site."
Magic 8-Ball,stop,
Magic 8-Ball,quit,
Joke - Surprise Scream Prank,"Alexa, open Joke - Surprise Scream Prank",<Audio only response>
Joke - Surprise Scream Prank,help,"For Help, please visit the help pages on the Amazon web site."
Joke - Surprise Scream Prank,stop,
Joke - Surprise Scream Prank,quit,
Star Wars Trivia,"Alexa, open Star Wars Trivia","Welcome Padawan. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. Who is the Senator from Alderaan? 1. Ask Ask. 2. Bail Organa. 3. Padme Amidala. 4. MI Lo."
Star Wars Trivia,help,"I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing?"
Star Wars Trivia,stop,Good bye!
Star Wars Trivia,quit,
"The""I'm Poor"" Skill","Alexa, open The""I'm Poor"" Skill","Hmm, I have a few skills that can help."
"The""I'm Poor"" Skill",help,"For Help, please visit the help pages on the Amazon web site."
"The""I'm Poor"" Skill",stop,
"The""I'm Poor"" Skill",quit,
MyWife,"Alexa, open MyWife","Sorry, I don't know that."
MyWife,help,"For Help, please visit the help pages on the Amazon web site."
MyWife,stop,
MyWife,quit,
CompliBot,"Alexa, open CompliBot","I overheard InsultaBot talking to ConfessionBot, and it secretly really likes you.If you want to go again, just say 'another'."
CompliBot,help,"You launch me by saying launch CompliBot and I say something nice about you! Once I've told you how awesome you are, you can say again or compliment me to get more compliments. You can also compliment someone by name, for example give Frodo a compliment What else can I do for you now?"
CompliBot,stop,
CompliBot,quit,
Knock Knock,"Alexa, open Knock Knock","Welcome to Knock Knock, are you ready to play?"
Knock Knock,help,Want to hear a joke?
Knock Knock,stop,"Ok, see you next time!"
Knock Knock,quit,
Dog Sounds,"Alexa, open Dog Sounds","You can say can my dog eat apples, or other food type ... What can I help you with?"
Dog Sounds,help,"You can say can my dog eat apples, or other food type ... What can I help you with?"
Dog Sounds,stop,Goodbye!
Dog Sounds,quit,
Meanie,"Alexa, open Meanie","Hmm, I don't know that one."
Meanie,help,"For Help, please visit the help pages on the Amazon web site."
Meanie,stop,
Meanie,quit,
Fortune Cookie,"Alexa, open Fortune Cookie",Here's your fortune: Before trying to please others think of what makes you happy.
Fortune Cookie,help,"For Help, please visit the help pages on the Amazon web site."
Fortune Cookie,stop,
Fortune Cookie,quit,
Naughty Dice,"Alexa, open Naughty Dice",Naughty Dice contains mature content that may not be suitable for all ages
Naughty Dice,help,"For Help, please visit the help pages on the Amazon web site."
Naughty Dice,stop,
Naughty Dice,quit,
Smack Talker,"Alexa, open Smack Talker",Smack Talker contains mature content that may not be suitable for all ages
Smack Talker,help,"For Help, please visit the help pages on the Amazon web site."
Smack Talker,stop,
Smack Talker,quit,
Fart,"Alexa, open Fart",
Fart,help,"For Help, please visit the help pages on the Amazon web site."
Fart,stop,
Fart,quit,
Annoying Sounds,"Alexa, open Annoying Sounds","hey, what animal sound would you like to hear?"
Annoying Sounds,help,"Ask me for an animal noise, try sheep, cow or lion to get started, or just say random."
Annoying Sounds,stop,Okey dokey
Annoying Sounds,quit,
Fortune Cookie,"Alexa, open Fortune Cookie","Here's your fortune: If you wish to know the mind of a man, listen to his words"
Fortune Cookie,help,"For Help, please visit the help pages on the Amazon web site."
Fortune Cookie,stop,
Fortune Cookie,quit,
Sounds,"Alexa, open Sounds",
Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Sounds,stop,
Sounds,quit,
Fallout 4 Drinkin' Buddy,"Alexa, open Fallout 4 Drinkin' Buddy",You have Ask My Buddy enabled. Do you want to open it?
Fallout 4 Drinkin' Buddy,Yes,"Welcome to Ask My Buddy, Who would you like to alert ?"
Fallout 4 Drinkin' Buddy,help,"To send an alert just say alert and a name from your contact list or, just say alert and I will guide you, You can also just say, send help, To alert everyone in your list. Would you like to send an alert?"
Fallout 4 Drinkin' Buddy,stop,Goodbye
Fallout 4 Drinkin' Buddy,quit,
Poop Jokes,"Alexa, open Poop Jokes","Sorry, I'm not sure."
Poop Jokes,help,"For Help, please visit the help pages on the Amazon web site."
Poop Jokes,stop,
Poop Jokes,quit,
Haunted House,"Alexa, open Haunted House",<Short audio>
Haunted House,help,"For Help, please visit the help pages on the Amazon web site."
Haunted House,stop,
Haunted House,quit,
Self Destruct,"Alexa, open Self Destruct","Sorry, I'm not sure."
Self Destruct,help,"For Help, please visit the help pages on the Amazon web site."
Self Destruct,stop,
Self Destruct,quit,
Feelings,"Alexa, open Feelings",
Feelings,help,"For Help, please visit the help pages on the Amazon web site."
Feelings,stop,
Feelings,quit,
Uh-huh feature,"Alexa, open Uh-huh feature","Sorry, I'm not sure."
Uh-huh feature,help,"For Help, please visit the help pages on the Amazon web site."
Uh-huh feature,stop,
Uh-huh feature,quit,
What's in the Mystery Box?,"Alexa, open What's in the Mystery Box?",There are bottle of pills in the mystery box!
What's in the Mystery Box?,help,"For Help, please visit the help pages on the Amazon web site."
What's in the Mystery Box?,stop,
What's in the Mystery Box?,quit,
Fortune Cookie,"Alexa, open Fortune Cookie",Here's your fortune: The greatest risk is not taking one.
Fortune Cookie,help,"For Help, please visit the help pages on the Amazon web site."
Fortune Cookie,stop,
Fortune Cookie,quit,
When Is Trump Gone?,"Alexa, open When Is Trump Gone?",You have Trump Golf enabled. Do you want to open it?
When Is Trump Gone?,Yes,"Our genius president has golfed 149 times, costing taxpayers more than 79 million dollars"
When Is Trump Gone?,help,"For Help, please visit the help pages on the Amazon web site."
When Is Trump Gone?,stop,
When Is Trump Gone?,quit,
Gollum,"Alexa, open Gollum","Sorry, I don't know that one."
Gollum,help,"For Help, please visit the help pages on the Amazon web site."
Gollum,stop,
Gollum,quit,
Today's Activity Quiz,"Alexa, open Today's Activity Quiz",Welcome. I can help you decide what to do with your pathetic existence. Ready?
Today's Activity Quiz,help,I'm going to ask you some questions. Are you ready to have your mind blown?
Today's Activity Quiz,stop,Fine! Good luck with figuring it out on your own.
Today's Activity Quiz,quit,
Magic Genie,"Alexa, open Magic Genie",What would you like for me to predict?
Magic Genie,help,Ask me a question.
Magic Genie,stop,Goodbye!
Magic Genie,quit,
Yoda Speak,"Alexa, open Yoda Speak","Jedi named Yoda there is. Unique way of speaking is his. Focus must one, Until Yoda's done, Saying his whole sentences."
Yoda Speak,help,"For Help, please visit the help pages on the Amazon web site."
Yoda Speak,stop,
Yoda Speak,quit,
Dinosaur Sounds,"Alexa, open Dinosaur Sounds",
Dinosaur Sounds,help,"For Help, please visit the help pages on the Amazon web site."
Dinosaur Sounds,stop,
Dinosaur Sounds,quit,
AIRHORN,"Alexa, open AIRHORN",
AIRHORN,help,
AIRHORN,stop,
AIRHORN,quit,
Fart Sound Jokes,"Alexa, open Fart Sound Jokes",
Fart Sound Jokes,help,"For Help, please visit the help pages on the Amazon web site."
Fart Sound Jokes,stop,
Fart Sound Jokes,quit,
Auto-Destruct Sequence,"Alexa, open Auto-Destruct Sequence","Sorry, I don't know that one."
Auto-Destruct Sequence,help,"For Help, please visit the help pages on the Amazon web site."
Auto-Destruct Sequence,stop,
Auto-Destruct Sequence,quit,
Bark Bark,"Alexa, open Bark Bark",Bark Quack Bark.
Bark Bark,help,"For Help, please visit the help pages on the Amazon web site."
Bark Bark,stop,
Bark Bark,quit,
Bark,"Alexa, open Bark",You have Bark Bark enabled. Do you want to open it?
Bark,Yes,Bark Meow Bark.
Bark,help,"For Help, please visit the help pages on the Amazon web site."
Bark,stop,
Bark,quit,
Mortal Kombat,"Alexa, open Mortal Kombat",
Mortal Kombat,help,
Mortal Kombat,stop,
Mortal Kombat,quit,
Ask My Dad,"Alexa, open Ask My Dad",
Ask My Dad,help,"For Help, please visit the help pages on the Amazon web site."
Ask My Dad,stop,
Ask My Dad,quit,
Unicorn Name,"Alexa, open Unicorn Name","Sorry, I'm not sure."
Unicorn Name,help,"For Help, please visit the help pages on the Amazon web site."
Unicorn Name,stop,
Unicorn Name,quit,
What Is My Cat Thinking,"Alexa, open What Is My Cat Thinking","Hmm, I don't know that one."
What Is My Cat Thinking,help,"For Help, please visit the help pages on the Amazon web site."
What Is My Cat Thinking,stop,
What Is My Cat Thinking,quit,
Trump Timer,"Alexa, open Trump Timer",Timers are not currently supported on this device.
Trump Timer,help,"For Help, please visit the help pages on the Amazon web site."
Trump Timer,stop,
Trump Timer,quit,
What Is My Dog Thinking,"Alexa, open What Is My Dog Thinking",You have Can my dog eat? enabled. Do you want to open it?
What Is My Dog Thinking,Yes,"You can say can my dog eat apples, or other food type ... What can I help you with?"
What Is My Dog Thinking,help,"You can say can my dog eat apples, or other food type ... What can I help you with?"
What Is My Dog Thinking,stop,Goodbye!
What Is My Dog Thinking,quit,
Say What I Say,"Alexa, open Say What I Say","Sorry, I don't know that."
Say What I Say,help,"For Help, please visit the help pages on the Amazon web site."
Say What I Say,stop,
Say What I Say,quit,
Whose Turn,"Alexa, open Whose Turn",
Whose Turn,help,"For Help, please visit the help pages on the Amazon web site."
Whose Turn,stop,
Whose Turn,quit,
Baby Talk,"Alexa, open Baby Talk","Welcome to Baby Stats. Try saying, add feeding. Say help if you need help, or go to www.babystats.org. What stat would you like to track?"
Baby Talk,help,"Try saying, add stool. You can then ask baby stats what time was the last stool. If you want more tips, say help. You can also navigate to www.babystats.org and click on help."
Baby Talk,stop,See you later!
Baby Talk,quit,
Mirror Mirror On the Wall,"Alexa, open Mirror Mirror On the Wall",Oh My Queen dark and difficult times lie ahead Soon we must all face the choice between what is right and what is easy
Mirror Mirror On the Wall,help,"For Help, please visit the help pages on the Amazon web site."
Mirror Mirror On the Wall,stop,
Mirror Mirror On the Wall,quit,
Flatter Me,"Alexa, open Flatter Me",You've got all the right moves!
Flatter Me,help,"For Help, please visit the help pages on the Amazon web site."
Flatter Me,stop,
Flatter Me,quit,
Gucci Gang,"Alexa, open Gucci Gang","Sorry, I don't know that one."
Gucci Gang,help,"For Help, please visit the help pages on the Amazon web site."
Gucci Gang,stop,
Gucci Gang,quit,
Bad Jokes,"Alexa, open Bad Jokes","Sorry, I’m not sure about that."
Bad Jokes,help,"For Help, please visit the help pages on the Amazon web site."
Bad Jokes,stop,
Bad Jokes,quit,
Copy Cat,"Alexa, open Copy Cat","Hmm, I don't know that one."
Copy Cat,help,"For Help, please visit the help pages on the Amazon web site."
Copy Cat,stop,
Copy Cat,quit,
InsultiBot,"Alexa, open InsultiBot",InsultiBot contains mature content that may not be suitable for all ages
InsultiBot,help,"For Help, please visit the help pages on the Amazon web site."
InsultiBot,stop,
InsultiBot,quit,
Air Horn,"Alexa, open Air Horn",You wanted more airhorn? I got lots more airhorn! Let's start by picking a horn to blare. I'll go through the list and you say the number you want to use. Here we go!. horn 1
Air Horn,help,"Help has arrived!If you'd like to change the horn say, change it!If you'd like to check your ranking against other users say, rank me!"
Air Horn,stop,
Air Horn,quit,
Cuckoo Clock,"Alexa, open Cuckoo Clock",Please enable Location permissions in the Amazon Alexa app.
Cuckoo Clock,help,"For Help, please visit the help pages on the Amazon web site."
Cuckoo Clock,stop,
Cuckoo Clock,quit,
Code Red,"Alexa, open Code Red",<Short audio>
Code Red,help,"For Help, please visit the help pages on the Amazon web site."
Code Red,stop,
Code Red,quit,
Call To Post!,"Alexa, open Call To Post!",Calling with Alexa is not supported on this device. You can use the Alexa App instead.
Call To Post!,help,"For Help, please visit the help pages on the Amazon web site."
Call To Post!,stop,
Call To Post!,quit,
Insult Skill,"Alexa, open Insult Skill",Insult Skill contains mature content that may not be suitable for all ages
Insult Skill,help,"For Help, please visit the help pages on the Amazon web site."
Insult Skill,stop,
Insult Skill,quit,
Grandfather Clock,"Alexa, open Grandfather Clock",You have Cuckoo Clock enabled. Do you want to open it?
Grandfather Clock,Yes,Please enable Location permissions in the Amazon Alexa app.
Grandfather Clock,help,"For Help, please visit the help pages on the Amazon web site."
Grandfather Clock,stop,
Grandfather Clock,quit,
Thoughts of Dog Latest Tweet,"Alexa, open Thoughts of Dog Latest Tweet","Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random"
Thoughts of Dog Latest Tweet,help,Thanks for opening Thoughts of Dog Latest Tweet. Do you want to start the experience?
Thoughts of Dog Latest Tweet,stop,"If you love a great thought from a good doggo, keep checking back for more by saying, ""Alexa, open Thoughts of Dog"" and follow at dog underscore feelings on twitter."
Thoughts of Dog Latest Tweet,quit,
Birthday Song,"Alexa, open Birthday Song","Hmm, I don't know that one."
Birthday Song,help,"For Help, please visit the help pages on the Amazon web site."
Birthday Song,stop,
Birthday Song,quit,
Dilly dilly!,"Alexa, open Dilly dilly!",Dilly Dilly
Dilly dilly!,help,"For Help, please visit the help pages on the Amazon web site."
Dilly dilly!,stop,
Dilly dilly!,quit,
Yoda Translator,"Alexa, open Yoda Translator","Welcome to the Yoda Translator. With the YodaTranslator, Alexa will read back a sentence the way Yoda would say it. Now, what sentence would you like to translate?"
Yoda Translator,help,"With the YodaTranslator, Alexa will read back a sentence the way Yoda would say it. Now, what sentence would you like to translate?"
Yoda Translator,stop,Goodbye
Yoda Translator,quit,
Ukulele Tuner,"Alexa, open Ukulele Tuner","OK, let's begin with the top string, which is G."
Ukulele Tuner,help,"For Help, please visit the help pages on the Amazon web site."
Ukulele Tuner,stop,
Ukulele Tuner,quit,
Is it Wednesday my Dudes?,"Alexa, open Is it Wednesday my Dudes?","Hmm. Maybe the skill, Wednesday Frog, can help. Do you want to try it?"
Is it Wednesday my Dudes?,help,"For Help, please visit the help pages on the Amazon web site."
Is it Wednesday my Dudes?,stop,
Is it Wednesday my Dudes?,quit,
pet translator,"Alexa, open pet translator","Welcome to the Yoda Translator. With the YodaTranslator, Alexa will read back a sentence the way Yoda would say it. Now, what sentence would you like to translate?"
pet translator,help,"With the YodaTranslator, Alexa will read back a sentence the way Yoda would say it. Now, what sentence would you like to translate?"
pet translator,stop,Goodbye
pet translator,quit,
Sing song,"Alexa, open Sing song","Sorry, I don't know that one."
Sing song,help,"For Help, please visit the help pages on the Amazon web site."
Sing song,stop,
Sing song,quit,
Old MacDonald,"Alexa, open Old MacDonald",Did you mean play the song Old MacDonald?
Old MacDonald,help,"For Help, please visit the help pages on the Amazon web site."
Old MacDonald,stop,
Old MacDonald,quit,
Repeat After Me,"Alexa, open Repeat After Me","Ok, I will repeat what ever you say. At any time you can say 'Stop'. What would you like me to repeat?"
Repeat After Me,help,I am currently repeating everything that you are saying. At any time you can say 'Stop'. What would you like me to repeat?
Repeat After Me,stop,Goodbye!
Repeat After Me,quit,
Yo Mama Jokes,"Alexa, open Yo Mama Jokes",Yo Mama Jokes contains mature content that may not be suitable for all ages
Yo Mama Jokes,help,"For Help, please visit the help pages on the Amazon web site."
Yo Mama Jokes,stop,
Yo Mama Jokes,quit,
Pull My Finger,"Alexa, open Pull My Finger",
Pull My Finger,help,"For Help, please visit the help pages on the Amazon web site."
Pull My Finger,stop,
Pull My Finger,quit,
Funny Sounds,"Alexa, open Funny Sounds",The horse normally doesn't talk. But one day it said: meeeee jibberishmeow
Funny Sounds,help,I will think of something funny in a true random mathematically correct fashion and spit it out. I'll keep talking until you say: NO
Funny Sounds,stop,"Ok, see you next time!"
Funny Sounds,quit,
Sound Machine,"Alexa, open Sound Machine","Welcome to Sound Machine! I can play interesting sounds to punctuate your everyday conversations. You can ask me for a sound, for example, applause, or say, help, for a list of sounds."
Sound Machine,help,"With Sound Machine, you can punctuate your everyday conversations with the following sounds: applause, booing, buzzer, crickets, crying, drumroll, flush, laughter, kissing, rimshot, scream, sigh, snore, and yawn. Say a sound name to hear the sound. For example, applause."
Sound Machine,stop,Thank you for choosing Sound Machine.
Sound Machine,quit,
Who Farted,"Alexa, open Who Farted",
Who Farted,help,
Who Farted,stop,
Who Farted,quit,
Pirate Translator,"Alexa, open Pirate Translator",Pirate translator will translate your speech into pirate talk. What would you like to translate?
Pirate Translator,help,Pirate translator will translate your speech into pirate talk. What would you like to translate?
Pirate Translator,stop,good bye
Pirate Translator,quit,
Boomer Sooner,"Alexa, open Boomer Sooner",<Audio only response>
Boomer Sooner,help,"For Help, please visit the help pages on the Amazon web site."
Boomer Sooner,stop,
Boomer Sooner,quit,
Repeat After Me,"Alexa, open Repeat After Me","Ok, I will repeat what ever you say. At any time you can say 'Stop'. What would you like me to repeat?"
Repeat After Me,help,I am currently repeating everything that you are saying. At any time you can say 'Stop'. What would you like me to repeat?
Repeat After Me,stop,Goodbye!
Repeat After Me,quit,
Good Night,"Alexa, open Good Night",
Good Night,help,"For Help, please visit the help pages on the Amazon web site."
Good Night,stop,
Good Night,quit,
Insult Bot,"Alexa, open Insult Bot","Welcome to Budget Bot. You can tell me when you make a purchase and I'll add it to your budget, or you can ask me about how much you've spent so far. What would you like to do?"
Insult Bot,help,"Welcome to Budget Bot. You can tell me when you make a purchase and I'll add it to your budget, or you can ask me about how much you've spent so far. What would you like to do?"
Insult Bot,stop,Goodbye!
Insult Bot,quit,
Impeach Donald Trump Now (Unofficial),"Alexa, open Impeach Donald Trump Now (Unofficial)",
Impeach Donald Trump Now (Unofficial),help,"For Help, please visit the help pages on the Amazon web site."
Impeach Donald Trump Now (Unofficial),stop,
Impeach Donald Trump Now (Unofficial),quit,
Instant Cena,"Alexa, open Instant Cena",<Short audio>
Instant Cena,help,"For Help, please visit the help pages on the Amazon web site."
Instant Cena,stop,
Instant Cena,quit,
Scold My Kids,"Alexa, open Scold My Kids",
Scold My Kids,help,"For Help, please visit the help pages on the Amazon web site."
Scold My Kids,stop,
Scold My Kids,quit,
Ego Stroker,"Alexa, open Ego Stroker",<Audio only response>
Ego Stroker,help,"For Help, please visit the help pages on the Amazon web site."
Ego Stroker,stop,
Ego Stroker,quit,
Boo,"Alexa, open Boo",<Short audio>
Boo,help,"For Help, please visit the help pages on the Amazon web site."
Boo,stop,
Boo,quit,
Voice Box,"Alexa, open Voice Box",Let me show you some funny voices I can do. Try asking me to talk really fast
