name,question,response
WWE Trivia - Questions and Facts,"""Alexa, open WWE Trivia""",Here's your fact: Who won the Deadly Games tournament to crown a new WWF Champion at the 1998 Survivor Series? The Rock. The Rock defeated Mankind in the finals with some help from Vince McMahon.
WWE Trivia - Questions and Facts,quit,
WWE Trivia - Questions and Facts,"""Alexa launch WWE Trivia""","Here's your fact: Dwayne The Rock Johnson didn’t develop the ability to quirk an eyebrow overnight while working the house show loop. No, the People’s Eyebrow was something he came up with while studying criminology and physiology on a full football scholarship at the University Of Miami. Why he made it a thing back in college, I have no idea. Equally, I haven’t got a clue why he decided to call it ‘the Heat Brow’. Was it getting him heat? Did it make other people hot? Miami’s a hot town. Was there perspiration involved? We’ll probably never know. He tried calling it that again when the eyebrow reappeared in the WWF, but it never caught on like ‘the People’s Eyebrow’ did."
WWE Trivia - Questions and Facts,quit,
WWE Trivia - Questions and Facts,quit,
WWE Trivia - Questions and Facts,"""Alexa, open unofficial w. w. e. superstars theme songs""",I couldn't find any songs matching unofficial w. w. e. superstars theme in your library .
WWE Trivia - Questions and Facts,quit,
WWE Trivia - Questions and Facts,quit,
Famous Movie Quotes,"""Alexa, ask Famous Movie Quotes for a quote""",Here's a quote from the movie undefined... undefined
Famous Movie Quotes,quit,
Famous Movie Quotes,"""Alexa, open Famous Movie Quotes and give me a movie quote""",Here's a quote from the movie undefined... undefined
Famous Movie Quotes,quit,
Famous Movie Quotes,quit,
Famous Movie Quotes,"""Alexa, Open Screen Test""","Welcome to the Cinema Playground Screen Test. I will play 5 movie quotes. Just say the answer. If you need to hear the quote again, just say repeat. Good Luck. Quote 1."
Famous Movie Quotes,quit,
Famous Movie Quotes,quit,
new flicks,"""""Alexa, ask new flicks to suggest some movies""""","Hmm. Maybe the skill, new flicks, can help. Do you want to try it?"
new flicks,quit,
new flicks,"""""Alexa, ask new flicks for latest movies on hulu""""",You have Fandango enabled. Do you want to open it?
new flicks,Yes,"Welcome to Fandango, I can help you find showtimes to a movie. What can I help you with?"
new flicks,"""""Alexa, ask new flicks for latest movies on hulu""""",You have Fandango enabled. Do you want to open it?
new flicks,quit,
new flicks,quit,
new flicks,"""""Alexa, ask new flicks for popular movies on redbox""""",<Audio only response>
new flicks,quit,
new flicks,quit,
NoCable,"""Alexa, ask my antenna what channel NBC is""",You have NBC News enabled. Do you want to open it?
NoCable,Yes,"Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear?"
NoCable,"""Alexa, ask my antenna what channel NBC is""","here are the top trending headlinesAs AG Barr announces Thursday news conference, here’s what to expect in the Mueller reportThe long-awaited probe into the president is expected to be publicly released Thursday. Here's everything you need to know.next in the newsA closer look at the ravaged Notre Dame CathedralThe massive blaze that ripped through Notre Dame Cathedral collapsed its roof and spire, but some of its treasures survived. Here's an up-close look.next in the news'An event of very weighty significance': N.K. test-fires new tactical guided weaponThe weapon's development is ""of very weighty significance in increasing the combat power of the People's Army,"" Kim Jong Un said, according to North Korea's state news agency.we have sent the trending links to your alexa companion app.You can hear about other news topics like politics, business or health. Which would you like?"
NoCable,quit,
NoCable,"""Alexa, ask my antenna what orientation should my antenna face""","Sorry, I'm not sure."
NoCable,quit,
NoCable,quit,
NoCable,"""Alexa, ask my antenna how I should install it""",
NoCable,quit,
NoCable,quit,
BOSCH: A Detective's Case,"""Alexa, open Bosch.""","Hmm, I don't know that."
BOSCH: A Detective's Case,quit,
BOSCH: A Detective's Case,"""Alexa, ask Bosch where can I watch the show.""","The next season of Bosch will start on Friday April 19, 2019 on Amazon Video."
BOSCH: A Detective's Case,quit,
BOSCH: A Detective's Case,quit,
BOSCH: A Detective's Case,"""Alexa, ask Bosch who is Michael Connelly?""","Michael Connelly is an American author of detective novels and other crime fiction, notably those featuring LAPD Detective Hieronymus ""Harry"" Bosch and criminal defense attorney Mickey Haller."
BOSCH: A Detective's Case,quit,
BOSCH: A Detective's Case,quit,
Schrute Quotes,"""Alexa ask Schrute Quotes for a quote""","Here's your Dwight Schrute quote:How would I describe myself? Three words: hardworking, alpha male, jackhammer, merciless, insatiable.Would you like another quote?"
Schrute Quotes,quit,
Schrute Quotes,"""Alexa ask Schrute Quotes for a Dwight Schrute quote""","Here's your Dwight Schrute quote:Congratulations on your one cousin. I have seventy, each one better than the last!Would you like another quote?"
Schrute Quotes,quit,
Schrute Quotes,quit,
Schrute Quotes,"""Alexa ask Schrute Quotes to tell me a quote""","Here's your Dwight Schrute quote:It’s never the person who you most suspect. It’s also never the person you least suspect since anyone with half a brain would suspect them the most. Therefore, I know the killer to be Phyllis...The person who I most medium suspect.Would you like another quote?"
Schrute Quotes,quit,
Schrute Quotes,quit,
Layer3 TV,"""Alexa, ask layer three to search for The Avengers.""",You have Layer3 TV enabled. Do you want to open it?
Layer3 TV,Yes,It looks like your T Vision account is not linked yet. You can link T Vision to your Amazon Account from the Amazon Alexa app.
Layer3 TV,"""Alexa, ask layer three to search for The Avengers.""",You have Layer3 TV enabled. Do you want to open it?
Layer3 TV,quit,
Layer3 TV,"""Alexa, tell layer three tune to ESPN.""",I couldn't find any enabled video skills that can do that. Go to the Alexa app to manage your video skills and devices.
Layer3 TV,quit,
Layer3 TV,quit,
Layer3 TV,"""Alexa, ask layer three to go to the home screen.""",You have Layer3 TV enabled. Do you want to open it?
Layer3 TV,Yes,It looks like your T Vision account is not linked yet. You can link T Vision to your Amazon Account from the Amazon Alexa app.
Layer3 TV,"""Alexa, ask layer three to go to the home screen.""",You have Layer3 TV enabled. Do you want to open it?
Layer3 TV,quit,
Layer3 TV,quit,
Keeping Up With The Kardashians Quote Game,"""Alexa, start Kardashian Quote Game""",<Short audio>
Keeping Up With The Kardashians Quote Game,quit,
Keeping Up With The Kardashians Quote Game,"""Alexa, open Kardashian Quote Game""",<Short audio>
Keeping Up With The Kardashians Quote Game,quit,
Keeping Up With The Kardashians Quote Game,quit,
Keeping Up With The Kardashians Quote Game,"""Alexa, launch Kardashian Quote Game""",<Short audio>
Keeping Up With The Kardashians Quote Game,quit,
Keeping Up With The Kardashians Quote Game,quit,
Star Wars Quotes,"""Alexa, open Star Wars Quotes""","Here's a Star Wars: A New Hope quote: ""Luke! Take these two over to the garage will you, I want them cleaned up before dinner."""
Star Wars Quotes,quit,
Star Wars Quotes,"""Alexa, ask Star Wars Quotes for a quote""","Here's a Star Wars: A New Hope quote: ""Several fighters have broken off from the main group. Come with me!""."
Star Wars Quotes,quit,
Star Wars Quotes,quit,
Star Wars Quotes,"""Alexa, give me a quote from Star Wars Quotes""","I know about 147 Star Wars: A New Hope quotes including ""Uh, everything's under control. Situation normal."" whose quote is Uh, everything's under control. Situation normal., ""Let me see your identification."" whose quote is Let me see your identification., ""Use the Force, Luke."" whose quote is Use the Force, Luke., and ""Hokey religions and ancient weapons are no match for a good blaster at your side, kid."" whose quote is Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
Star Wars Quotes,quit,
Star Wars Quotes,quit,
Horror Trivia,"""Alexa, open Horror Trivia.""",You have Horror Trivia enabled. Do you want to open it?
Horror Trivia,Yes,"Here's your horror fact: There are two Friday the 13th films where Jason Voorhees is not the killer. The first film from 1980, and Part 5, A New Beginning, from 1985."
Horror Trivia,"""Alexa, open Horror Trivia.""",You have Horror Trivia enabled. Do you want to open it?
Horror Trivia,quit,
Horror Trivia,"""Alexa ask horror trivia to give me a horror fact.""","Here's your horror fact: Horror movies based on stories by Stephen King include Carrie, Cujo, The Dead Zone, Christine, Children of the Corn, Firestarter, Pet Sematary, Misery, Needful Things, and The Shining. There are many more."
Horror Trivia,quit,
Horror Trivia,quit,
Horror Trivia,"""Alexa open horror trivia and tell me something.""","Here's your horror fact: The Thing is Based on the classic short story, Who Goes There?, by science fiction writer John W. Campbell Jr. John Carpenter's version of the movie follows the story more closely than the original film from 1951."
Horror Trivia,quit,
Horror Trivia,quit,
TV Data,"""Alexa, open TV Data""","Sorry, I don't know that."
TV Data,quit,
TV Data,"""Alexa, open TV Data""","Sorry, I’m not sure about that."
TV Data,"""What is The Walking Dead about?""","The Walking Dead is a drama show starring Andrew Lincoln, Norman Reedus, and Melissa McBride. Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive. So far 9 seasons have completed. Season 10 premieres sometime in 2019. The series has an IMDb rating of 8.3 out of 10 and is rated TV-MA."
TV Data,quit,
TV Data,"""Alexa, open TV Data""","Hmm, I'm not sure."
TV Data,"""When does The Walking Dead next air?""",There are no new episodes or re-runs of The Walking Dead on TV in the next two weeks. The next season of The Walking Dead will start sometime in 2019 on AMC. It is available to stream on Amazon Video and Netflix. Check back for updates once the new season's schedule is announced.
TV Data,quit,
Can I stream,"""Alexa, ask can I stream Game of Thrones""",You have Game of Thrones Facts enabled. Do you want to open it?
Can I stream,Yes,Here's your fact: Theon's sister Yara is named Asha in the book.
Can I stream,"""Alexa, ask can I stream Game of Thrones""",You have Game of Thrones Facts enabled. Do you want to open it?
Can I stream,quit,
Can I stream,"""Alexa, ask can I stream Manchester by the Sea""",I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices.
Can I stream,quit,
Can I stream,quit,
Can I stream,"""Alexa, ask can I stream Raiders of the Lost Ark""",You have wikiHow enabled. Do you want to open it?
Can I stream,Yes,Hi! Ask me how to do anything.
Can I stream,"""Alexa, ask can I stream Raiders of the Lost Ark""","How to Do In‐text Citations in MLA. To do in-text citations in MLA, provide the last name of the author and the page number the citation was pulled from in parentheses. If you mention the author’s last name within the sentence, simply include the page number from the book or article in parentheses at the end of the sentence. Alternatively, if you need to cite multiple authors, list the last name of each author along with the page number. When citing from internet sources, use the same format unless the source doesn’t have a page number, in which case you would use the name of the webpage. Say “READ STEPS”, if you want me to read each step in detail."
Can I stream,quit,
Can I stream,quit,
Ay-Oh with Bohemian Rhapsody,"""Alexa, start a. oh live""","Sorry, I don't know that."
Ay-Oh with Bohemian Rhapsody,quit,
Ay-Oh with Bohemian Rhapsody,"""Alexa, begin a. oh live""",This might answer your question: Amazon Alexa started in 2014.
Ay-Oh with Bohemian Rhapsody,quit,
Ay-Oh with Bohemian Rhapsody,quit,
Ay-Oh with Bohemian Rhapsody,"""Alexa, launch a. oh live""","Sorry, I'm not sure."
Ay-Oh with Bohemian Rhapsody,quit,
Ay-Oh with Bohemian Rhapsody,quit,
Syfy,"""Alexa, start Syfy.""",You have Syfy enabled. Do you want to open it?
Syfy,Yes,"Welcome to Sy Fi. I can give you, whats playing on Sy Fi now, whats playing later tonight, and list Sy Fi shows. How can I help you?"
Syfy,"""Alexa, start Syfy.""",Happy! is on now and started at 10:00pm Eastern / 9:00pm Central. Ender's Game is on at 11:00pm Eastern / 10:00pm Central. Seventh Son is on at 1:29am Eastern / 12:29am Central. What else can I help you with?
Syfy,quit,
Syfy,"""Alexa, ask Syfy what happened on the latest episode of the Magicians?""",
Syfy,quit,
Syfy,quit,
Syfy,"""Alexa, ask Syfy what happens in the next episode of 12 Monkeys?""","I'm still learning about monkey questions. Try asking ""tell me a monkey fact"" to learn more about them."
Syfy,quit,
Syfy,quit,
Lesser Known Star Wars Facts,"""Alexa open lesser known star wars facts""",Here's your fact: James Earl Jones is famed for providing the voice for Vader however he didnt do the famous breathing effect. This was done by Ben Burt placing a microphone inside the mouth piece of a breathing apparatus and recording it being used.
Lesser Known Star Wars Facts,quit,
Lesser Known Star Wars Facts,"""Alexa ask lesser known star wars facts for a fact""",Here's your fact: It took as many as ten puppeteers using both hands to operate Jabba the Hutt.
Lesser Known Star Wars Facts,quit,
Lesser Known Star Wars Facts,quit,
Lesser Known Star Wars Facts,"""Alexa, ask Baby Groot what time is it""",It's 8:07 PM.
Lesser Known Star Wars Facts,quit,
Lesser Known Star Wars Facts,quit,
MTV,"""Alexa, open MTV""","Sorry, I'm having trouble accessing your MTV skill right now"
MTV,quit,
MTV,"""Alexa, ask FX about Archer""","Hmm, I don't know that."
MTV,quit,
MTV,quit,
MTV,"""Alexa, talk to Showtime""",You have SHOWTIME enabled. Do you want to open it?
MTV,Yes,"Welcome back to Showtime! Catch new episodes of Billions, Sundays at 9 PM Eastern and Pacific. You can ask me about series, movies, documentaries or sports. Which would you like?"
MTV,"""Alexa, talk to Showtime""","I can't help you to watch Showtime right now. If you're not a subscriber yet, go to S.H.O. DOT com slash order, to start your free trial. Would you like to hear what’s on Showtime?"
MTV,quit,
MTV,quit,
Big Bang Trivia,"""Alexa open Big Bang Trivia""",Big Bang Trivia contains mature content that may not be suitable for all ages
Big Bang Trivia,quit,
Big Bang Trivia,"""Alexa play big bang trivia""",Big Bang Trivia contains mature content that may not be suitable for all ages
Big Bang Trivia,quit,
Big Bang Trivia,quit,
Big Bang Trivia,"""Alexa, open Seinfeld Trivia""","Seinfeld Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin.Question 1. What does the winner get who sells the most computers for Frank Costanza? 1. Nothing. 2. Water pick. 3. Free computer. 4. Money."
Big Bang Trivia,quit,
Big Bang Trivia,quit,
Tomato Score,"""Alexa, open Tomato Score""","Sorry, I don't know that."
Tomato Score,quit,
Tomato Score,"""Alexa, ask Tomato Score what is the score of ""Star Wars""""","Sorry, I don't know that one."
Tomato Score,quit,
Tomato Score,quit,
Tomato Score,"""Alexa, ask Tomato Score give me the score of ""Empire Strikes Back""""","Hmm, I don't know that."
Tomato Score,quit,
Tomato Score,quit,
New Movies,"""Alexa, ask New Movies what movies have been released recently""",Here are a few movies playing near you today :
New Movies,quit,
New Movies,"""Alexa, start New Movies""",You have Fandango enabled. Do you want to open it?
New Movies,Yes,<Audio only response>
New Movies,"""Alexa, start New Movies""",You have Fandango enabled. Do you want to open it?
New Movies,quit,
New Movies,quit,
New Movies,"""Alexa, ask New Movies what's new""",
New Movies,quit,
New Movies,quit,
Trakt,"""Alexa, ask Trakt t.v. what is on TV today?""",You have YourCox TV Guide enabled. Do you want to open it?
Trakt,Yes,"Hello, welcome to cox t.v. guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ?"
Trakt,"""Alexa, ask Trakt t.v. what is on TV today?""","Hello, welcome to cox t.v. guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ?"
Trakt,quit,
Trakt,"""Alexa, ask Trakt t.v. what is premiering this week?""",You have YourCox TV Guide enabled. Do you want to open it?
Trakt,Yes,"Hello, welcome to cox t.v. guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ?"
Trakt,"""Alexa, ask Trakt t.v. what is premiering this week?""","Hello, welcome to cox t.v. guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ?"
Trakt,quit,
Trakt,quit,
Trakt,"""Alexa, ask Trakt t.v. what is on Sunday?""",You have YourCox TV Guide enabled. Do you want to open it?
Trakt,Yes,"Hello, welcome to cox t.v. guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ?"
Trakt,"""Alexa, ask Trakt t.v. what is on Sunday?""","Hello, welcome to cox t.v. guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ?"
Trakt,quit,
Trakt,quit,
"Rules of Acquisition from ""Star Trek"" (Unofficial)","""Alexa, ask rules of acquisition for a rule.""","Sorry, I don't know that."
"Rules of Acquisition from ""Star Trek"" (Unofficial)",quit,
